!Month,!Previous Year,__Id,Area Name,Area Type,Date,Date (Month / Year),Date (Months),Month,Seasonally Adjusted Y N,Status Preliminary Final,Year,Employment,Labor Force,Number of Records,Unemployment,Unemployment Rate
5/1/20,12/31/19,row-bp3t~mbte_ud6f,Colusa County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,10100,10880,1,780,0.072
5/1/20,12/31/19,row-rpru~8b8t_4u3d,Contra Costa County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,489700,514800,1,25000,0.049
5/1/20,12/31/19,row-2j57.4q8r.ukqt,Del Norte County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,10180,11000,1,820,0.075
5/1/20,12/31/19,row-s43e~e22b.gv8k,El Dorado County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,86000,90500,1,4500,0.05
5/1/20,12/31/19,row-5nux_h5dh-e9hx,Fresno County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,397100,428400,1,31300,0.073
5/1/20,12/31/19,row-5zxn_xxg6.9x2n,Glenn County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,11080,12030,1,950,0.079
5/1/20,12/31/19,row-5xsr.isnh_d7ad,Humboldt County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,55800,59200,1,3400,0.058
5/1/20,12/31/19,row-rc9b~9fdu~ak7x,Imperial County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,51500,65700,1,14200,0.216
5/1/20,12/31/19,row-jsu8_w57q.42my,Inyo County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,8430,8860,1,430,0.048
5/1/20,12/31/19,row-mbbp-vb6p~r368,Kern County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,322700,348400,1,25800,0.074
5/1/20,12/31/19,row-zedh~t8hz-vhay,Kings County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,53400,57600,1,4200,0.073
5/1/20,12/31/19,row-kddp_6ir6.fwnj,Lake County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,22820,24680,1,1870,0.076
5/1/20,12/31/19,row-5r4z~9t6f~mfkf,Lassen County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,11770,12630,1,860,0.068
5/1/20,12/31/19,row-66re_mtu5_jtrh,Los Angeles County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,4608500,4866800,1,258300,0.053
5/1/20,12/31/19,row-qnyk-5rqe-q4zv,Madera County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,59800,64000,1,4200,0.065
5/1/20,12/31/19,row-ib4j_igcw.7jn3,Marin County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,127300,132400,1,5100,0.038
5/1/20,12/31/19,row-vguh_k2ja-xe48,Mariposa County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,9490,9940,1,460,0.046
5/1/20,12/31/19,row-phz5.bkj4.gje7,Mendocino County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,42160,44300,1,2140,0.048
5/1/20,12/31/19,row-pk95~xx7j_7umn,Merced County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,92300,100900,1,8600,0.085
5/1/20,12/31/19,row-32fw_ec5z_xt9m,Modoc County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,3750,4020,1,270,0.068
5/1/20,12/31/19,row-7c84_gczb_dhy9,Mono County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,7580,7950,1,370,0.047
5/1/20,12/31/19,row-rqvt~utfi-nj3w,Monterey County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,200700,211600,1,10900,0.052
5/1/20,12/31/19,row-ff8f_xqny~zmat,Napa County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,71100,73900,1,2900,0.039
5/1/20,12/31/19,row-3vsf-xttf~2ida,Nevada County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,48420,50790,1,2370,0.047
5/1/20,12/31/19,row-i8a7-hkmf~pju7,Orange County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,1534000,1600300,1,66300,0.041
5/1/20,12/31/19,row-f9vv.3djq-v6zq,Placer County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,164800,173100,1,8300,0.048
5/1/20,12/31/19,row-hbyw-ywpu.ym8u,Plumas County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,10240,10890,1,660,0.06
5/1/20,12/31/19,row-wf3t_2k8h_vd9g,Riverside County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,838500,897900,1,59400,0.066
5/1/20,12/31/19,row-e5tu.ybpw-ynvh,Sacramento County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,641100,678800,1,37700,0.055
5/1/20,12/31/19,row-r5nu.etqw-svb8,San Benito County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,22400,23700,1,1300,0.056
5/1/20,12/31/19,row-ficq~zpqn_egb9,San Bernardino County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,805100,855800,1,50700,0.059
5/1/20,12/31/19,row-9ezm_ea7e-7pxq,San Diego County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,1447700,1519900,1,72300,0.048
5/1/20,12/31/19,row-mmfs.zkti-xaw7,San Francisco County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,414900,434400,1,19500,0.045
5/1/20,12/31/19,row-it9i-2ggd_min9,San Joaquin County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,267800,289900,1,22100,0.076
5/1/20,12/31/19,row-sdmd~nq76-d65q,San Luis Obispo County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,126600,132600,1,6000,0.045
5/1/20,12/31/19,row-x7hy_2we2.dcda,San Mateo County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,356000,370700,1,14700,0.04
5/1/20,12/31/19,row-m77t_iewj_xtyx,Santa Barbara County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,205100,214000,1,9000,0.042
5/1/20,12/31/19,row-k5y8_qfpn_9i3m,Santa Clara County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,807000,848400,1,41400,0.049
5/1/20,12/31/19,row-veji.hjw8.gq7e,Santa Cruz County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,139200,146200,1,7000,0.048
5/1/20,12/31/19,row-suk8-d6n3.3dbt,Shasta County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,77300,83000,1,5700,0.069
5/1/20,12/31/19,row-4m5g.gdv8.avx9,Sierra County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,1560,1650,1,90,0.053
5/1/20,12/31/19,row-6gpv-rug3.vmuw,Siskiyou County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,17980,19340,1,1360,0.07
5/1/20,12/31/19,row-9i8n.8utk_jmjk,Solano County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,198400,209700,1,11300,0.054
5/1/20,12/31/19,row-gi8f.jei7~4zq9,Sonoma County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,244100,255600,1,11500,0.045
5/1/20,12/31/19,row-ygw6-ubtp-ek46,Stanislaus County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,212300,230500,1,18200,0.079
5/1/20,12/31/19,row-digy.rwzp~cpne,Sutter County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,38600,41700,1,3100,0.075
5/1/20,12/31/19,row-d66w-4j7u.x2nh,Tehama County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,23040,24760,1,1720,0.069
5/1/20,12/31/19,row-3th7-aj3i_3y2f,Trinity County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,4740,5180,1,440,0.085
5/1/20,12/31/19,row-4kzr-xkdm.qp6n,Tulare County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,176000,191600,1,15600,0.081
5/1/20,12/31/19,row-csej-mnet-w8xf,Tuolumne County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,24470,25950,1,1470,0.057
5/1/20,12/31/19,row-u8sz_3iju~uctn,Ventura County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,398400,420400,1,22100,0.052
5/1/20,12/31/19,row-scqs-yggu~udsp,Yolo County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,92200,97000,1,4800,0.049
5/1/20,12/31/19,row-zu5r_dwsi-v9yw,Yuba County,County,8/1/07 0:00,Aug-07,Aug-07,August,N,Final,2007,25900,28300,1,2400,0.085
5/1/20,12/31/19,row-id8u~hrxm_acze,Alameda County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,710200,762100,1,52000,0.068
5/1/20,12/31/19,row-vc94~d3pr~m8hf,Alpine County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,370,420,1,50,0.112
5/1/20,12/31/19,row-eriq_rrea~ac7z,Amador County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,16430,17840,1,1410,0.079
5/1/20,12/31/19,row-8hnn_3ry8_m8rs,Butte County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,94900,103800,1,8900,0.085
5/1/20,12/31/19,row-i95i_gzdx-drzh,Calaveras County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,19190,21040,1,1850,0.088
5/1/20,12/31/19,row-rnii.8uuw.fafa,Colusa County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,10020,11000,1,990,0.09
5/1/20,12/31/19,row-4c8d-npmz_tjs4,Contra Costa County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,491700,527000,1,35400,0.067
5/1/20,12/31/19,row-k3r2.zmu7_hpex,Del Norte County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,10350,11380,1,1030,0.091
5/1/20,12/31/19,row-fkqs-ty42.4qn3,El Dorado County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,84300,90700,1,6300,0.07
5/1/20,12/31/19,row-gz6s~uv8c.fk7a,Fresno County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,394800,436900,1,42100,0.096
5/1/20,12/31/19,row-pay8-4mgb_qjry,Glenn County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,10860,12180,1,1310,0.108
5/1/20,12/31/19,row-w49y_7umg.nghk,Humboldt County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,55800,60300,1,4400,0.073
5/1/20,12/31/19,row-xzdr-t96n.ujmx,Imperial County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,55500,75700,1,20100,0.266
5/1/20,12/31/19,row-jh2w.ajcn-r8g9,Inyo County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,8650,9270,1,620,0.067
5/1/20,12/31/19,row-gyut.cwtw.r3ev,Kern County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,330800,365000,1,34200,0.094
5/1/20,12/31/19,row-z9qg-ygh5.zngt,Kings County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,53700,59400,1,5700,0.096
5/1/20,12/31/19,row-q4si-tksg.kfy5,Lake County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,23010,25570,1,2560,0.1
5/1/20,12/31/19,row-hazk~wmmb_repv,Lassen County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,11580,12690,1,1110,0.087
5/1/20,12/31/19,row-2v44_yisx.anct,Los Angeles County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,4531000,4950600,1,419600,0.085
5/1/20,12/31/19,row-x7y7~jkjv_brpq,Madera County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,60600,66400,1,5800,0.087
5/1/20,12/31/19,row-3y22-8yc2.efse,Marin County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,126500,133400,1,6900,0.052
5/1/20,12/31/19,row-85td~vpap-xjtk,Mariposa County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,9510,10160,1,650,0.063
5/1/20,12/31/19,row-x3x8-ifda_275p,Mendocino County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,41650,44500,1,2850,0.064
5/1/20,12/31/19,row-mndg~yx38-dtjp,Merced County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,91200,102800,1,11700,0.113
5/1/20,12/31/19,row-5r3c~nc97_kx4a,Modoc County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,3720,4040,1,320,0.079
5/1/20,12/31/19,row-54sh-rt39_65pc,Mono County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,7930,8440,1,510,0.06
5/1/20,12/31/19,row-gm47.ama4.neej,Monterey County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,204900,219400,1,14500,0.066
5/1/20,12/31/19,row-ikz2~tcmf~b8pn,Napa County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,72400,76400,1,4000,0.052
5/1/20,12/31/19,row-w2k8.r6r6.z42e,Nevada County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,48350,51680,1,3340,0.065
5/1/20,12/31/19,row-g5p8.qsie-wpxb,Orange County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,1520600,1616000,1,95300,0.059
5/1/20,12/31/19,row-56bh.3qxf-w2y6,Placer County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,165600,177800,1,12100,0.068
5/1/20,12/31/19,row-mzbn.92v4~rtu4,Plumas County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,9630,10430,1,800,0.077
5/1/20,12/31/19,row-a695-a2w6-yw9x,Riverside County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,822800,911200,1,88400,0.097
5/1/20,12/31/19,row-rdna_5gzx~62y4,Sacramento County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,630900,684100,1,53200,0.078
5/1/20,12/31/19,row-fjpd-t3ky~v8j3,San Benito County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,22600,24600,1,1900,0.079
5/1/20,12/31/19,row-7t3d_tivt.skwi,San Bernardino County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,782800,859000,1,76200,0.089
5/1/20,12/31/19,row-qx6m_mbas_96g6,San Diego County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,1457200,1558700,1,101500,0.065
5/1/20,12/31/19,row-jqsd~4vmw-ufsu,San Francisco County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,434700,461600,1,26900,0.058
5/1/20,12/31/19,row-kxxh.xmz2.jjzf,San Joaquin County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,265400,295400,1,30000,0.101
5/1/20,12/31/19,row-8gkn~8nxa-sj36,San Luis Obispo County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,125400,134000,1,8600,0.064
5/1/20,12/31/19,row-w92z-y996-xc4t,San Mateo County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,355600,375700,1,20100,0.054
5/1/20,12/31/19,row-7nvh-qaa9~59p9,Santa Barbara County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,206000,218100,1,12200,0.056
5/1/20,12/31/19,row-u4ge.8bz9.tv9k,Santa Clara County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,823500,880400,1,56900,0.065
5/1/20,12/31/19,row-afjd_5g58.g8ms,Santa Cruz County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,138500,148000,1,9400,0.064
5/1/20,12/31/19,row-sy4s~vm2g_bj2d,Shasta County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,75600,83700,1,8100,0.096
5/1/20,12/31/19,row-d5gr_9k8e~d3xr,Sierra County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,1500,1630,1,130,0.08
5/1/20,12/31/19,row-ddde-tgfv_ufzs,Siskiyou County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,18020,19710,1,1680,0.085
5/1/20,12/31/19,row-wn66-vtye.7ufp,Solano County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,197000,212500,1,15500,0.073
5/1/20,12/31/19,row-hyk5.yeb9-cree,Sonoma County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,244600,260700,1,16100,0.062
5/1/20,12/31/19,row-psf9~ubtw.maaa,Stanislaus County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,213600,238300,1,24600,0.103
5/1/20,12/31/19,row-tych-7irc.2xch,Sutter County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,37200,41500,1,4200,0.102
5/1/20,12/31/19,row-6bgb_m94b.ua3v,Tehama County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,23080,25490,1,2410,0.095
5/1/20,12/31/19,row-qgyj~tmvu_d752,Trinity County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,4510,5050,1,540,0.107
5/1/20,12/31/19,row-jvie-v3y5.dx22,Tulare County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,179300,199700,1,20400,0.102
5/1/20,12/31/19,row-juy4~vc6g~8hnc,Tuolumne County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,24020,26050,1,2030,0.078
5/1/20,12/31/19,row-zysk.6afq.kweh,Ventura County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,397400,427200,1,29700,0.07
5/1/20,12/31/19,row-ppqu_zffq.jbma,Yolo County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,91100,97800,1,6700,0.068
5/1/20,12/31/19,row-q8tj.kptb.diam,Yuba County,County,8/1/08 0:00,Aug-08,Aug-08,August,N,Final,2008,25200,28600,1,3400,0.118
5/1/20,12/31/19,row-zjc4-qhhf-um67,Alameda County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,676300,759800,1,83500,0.11
5/1/20,12/31/19,row-wzxe.98hy-9i5c,Alpine County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,330,390,1,60,0.148
5/1/20,12/31/19,row-9h8b~2h4u~dhn6,Amador County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,15910,17960,1,2050,0.114
5/1/20,12/31/19,row-8u3m~ihtj_pxh3,Butte County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,91800,104500,1,12700,0.122
5/1/20,12/31/19,row-jgku-a8pf-87h8,Calaveras County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,17840,20640,1,2790,0.135
5/1/20,12/31/19,row-hvmc.qf22.5k9g,Colusa County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,10250,11800,1,1540,0.131
5/1/20,12/31/19,row-epbf_jfpt~zfud,Contra Costa County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,468100,523500,1,55500,0.106
5/1/20,12/31/19,row-rupn.hdpb.bvin,Del Norte County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,10290,11670,1,1380,0.118
5/1/20,12/31/19,row-p8qk~dm2t.6byy,El Dorado County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,81400,91300,1,9900,0.109
5/1/20,12/31/19,row-cs8s-83gx_ndvn,Fresno County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,378400,438100,1,59700,0.136
5/1/20,12/31/19,row-qzmq-gkp2.kspk,Glenn County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,10750,12510,1,1760,0.141
5/1/20,12/31/19,row-ndpb~ev6m_xrpu,Humboldt County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,54400,60700,1,6300,0.104
5/1/20,12/31/19,row-d7iy-er6b~r6uh,Imperial County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,53700,77000,1,23300,0.302
5/1/20,12/31/19,row-pigv~upbv-wu2p,Inyo County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,8750,9590,1,830,0.087
5/1/20,12/31/19,row-ge4t-999w_etqi,Kern County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,316400,366200,1,49900,0.136
5/1/20,12/31/19,row-ythu.9h7q~8hr4,Kings County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,53600,61500,1,7900,0.128
5/1/20,12/31/19,row-u8jy_uk8u-spra,Lake County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,22660,26310,1,3650,0.139
5/1/20,12/31/19,row-z3sm.mcik-re6p,Lassen County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,12030,13570,1,1530,0.113
5/1/20,12/31/19,row-6bfz~da8a.3awy,Los Angeles County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,4312700,4915700,1,602900,0.123
5/1/20,12/31/19,row-aqqx_zc5n_9f3f,Madera County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,60100,68400,1,8300,0.122
5/1/20,12/31/19,row-m57p_95uu_v6w6,Marin County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,121900,132500,1,10600,0.08
5/1/20,12/31/19,row-ki79~g87t.m4mj,Mariposa County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,9510,10370,1,860,0.083
5/1/20,12/31/19,row-mri2_9y2t~whcv,Mendocino County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,39730,44000,1,4270,0.097
5/1/20,12/31/19,row-7cfv_39ud-pzwr,Merced County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,91100,107100,1,16000,0.149
5/1/20,12/31/19,row-fjnz.9gfe~kfhb,Modoc County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,3990,4420,1,430,0.098
5/1/20,12/31/19,row-ssfu_tsz4-dk4g,Mono County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,7920,8700,1,780,0.09
5/1/20,12/31/19,row-n7ft.6ie6~9sgd,Monterey County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,203100,223900,1,20800,0.093
5/1/20,12/31/19,row-nhv4_x7ym~fbuq,Napa County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,69600,76000,1,6400,0.084
5/1/20,12/31/19,row-ft7c.5t9k-f3d6,Nevada County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,46280,51500,1,5220,0.101
5/1/20,12/31/19,row-js5k.fubp~sa2p,Orange County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,1436600,1584200,1,147600,0.093
5/1/20,12/31/19,row-4aab_v5nc_gy6y,Placer County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,160800,179700,1,19000,0.105
5/1/20,12/31/19,row-47sc_mxux_4pda,Plumas County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,9130,10450,1,1330,0.127
5/1/20,12/31/19,row-dwhv_5t5e~ivar,Riverside County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,786300,913800,1,127500,0.14
5/1/20,12/31/19,row-kh3j~gtzt-xpgp,Sacramento County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,603600,681900,1,78300,0.115
5/1/20,12/31/19,row-z6gc_yakv.wnmr,San Benito County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,21300,24200,1,2900,0.119
5/1/20,12/31/19,row-q2xd_j523-n4cv,San Bernardino County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,740100,853100,1,113000,0.132
5/1/20,12/31/19,row-ehad.cs5c-9imd,San Diego County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,1406800,1560700,1,153900,0.099
5/1/20,12/31/19,row-jgxp_snck~ijkz,San Francisco County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,418900,461800,1,42900,0.093
5/1/20,12/31/19,row-4wsx~fpuk-9xuw,San Joaquin County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,255600,299000,1,43400,0.145
5/1/20,12/31/19,row-8tjq~b8w5~x8gh,San Luis Obispo County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,119700,132300,1,12600,0.095
5/1/20,12/31/19,row-pran_ddb9-7zbu,San Mateo County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,343000,375800,1,32800,0.087
5/1/20,12/31/19,row-fkk8-dbn2_in2d,Santa Barbara County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,203700,221900,1,18200,0.082
5/1/20,12/31/19,row-ebut.r4q2~rx6t,Santa Clara County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,778300,877000,1,98700,0.113
5/1/20,12/31/19,row-2638_42bt-kcm2,Santa Cruz County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,134900,149700,1,14800,0.099
5/1/20,12/31/19,row-hcir-evx2-tqn4,Shasta County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,74000,85600,1,11500,0.135
5/1/20,12/31/19,row-d6qr~sqrm.ga5f,Sierra County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,1440,1640,1,200,0.121
5/1/20,12/31/19,row-vsbd~psz3-5z48,Siskiyou County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,17290,19740,1,2450,0.124
5/1/20,12/31/19,row-xfjh~kkw4-rgg4,Solano County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,193300,216300,1,23000,0.106
5/1/20,12/31/19,row-u2ni_aabn-mfyj,Sonoma County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,233000,257900,1,24900,0.097
5/1/20,12/31/19,row-xvpi_xq8n.bbrx,Stanislaus County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,204800,239700,1,34800,0.145
5/1/20,12/31/19,row-njab_eqy5.8miu,Sutter County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,36600,42500,1,5900,0.139
5/1/20,12/31/19,row-frit.ufb4_kyni,Tehama County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,22120,25510,1,3400,0.133
5/1/20,12/31/19,row-tihc~9x94_pgpe,Trinity County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,4490,5230,1,730,0.14
5/1/20,12/31/19,row-v38w-q978~46c5,Tulare County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,175000,203500,1,28400,0.14
5/1/20,12/31/19,row-pc8m.xtuj_qfw8,Tuolumne County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,23470,26580,1,3110,0.117
5/1/20,12/31/19,row-prn6.nujk_sbba,Ventura County,County,8/1/09 0:00,Aug-09,Aug-09,August,N,Final,2009,384000,428500,1,44500,0.104
