GeoFips,GeoName,LineCode,Description,2018
50007,"Chittenden, VT",1,Personal income (thousands of dollars),10024778
50007,"Chittenden, VT",2,Population (persons) 1/,164572
50007,"Chittenden, VT",3,Per capita personal income (dollars) 2/,60914
50009,"Essex, VT",1,Personal income (thousands of dollars),225053
50009,"Essex, VT",2,Population (persons) 1/,6250
50009,"Essex, VT",3,Per capita personal income (dollars) 2/,36008
50011,"Franklin, VT",1,Personal income (thousands of dollars),2284259
50011,"Franklin, VT",2,Population (persons) 1/,49421
50011,"Franklin, VT",3,Per capita personal income (dollars) 2/,46220
50013,"Grand Isle, VT",1,Personal income (thousands of dollars),419759
50013,"Grand Isle, VT",2,Population (persons) 1/,7090
50013,"Grand Isle, VT",3,Per capita personal income (dollars) 2/,59204
50015,"Lamoille, VT",1,Personal income (thousands of dollars),1365017
50015,"Lamoille, VT",2,Population (persons) 1/,25300
50015,"Lamoille, VT",3,Per capita personal income (dollars) 2/,53953
50017,"Orange, VT",1,Personal income (thousands of dollars),1367889
50017,"Orange, VT",2,Population (persons) 1/,28999
50017,"Orange, VT",3,Per capita personal income (dollars) 2/,47170
50019,"Orleans, VT",1,Personal income (thousands of dollars),1171578
50019,"Orleans, VT",2,Population (persons) 1/,26907
50019,"Orleans, VT",3,Per capita personal income (dollars) 2/,43542
50021,"Rutland, VT",1,Personal income (thousands of dollars),3071041
50021,"Rutland, VT",2,Population (persons) 1/,58672
50021,"Rutland, VT",3,Per capita personal income (dollars) 2/,52343
50023,"Washington, VT",1,Personal income (thousands of dollars),3503225
50023,"Washington, VT",2,Population (persons) 1/,58140
50023,"Washington, VT",3,Per capita personal income (dollars) 2/,60255
50025,"Windham, VT",1,Personal income (thousands of dollars),2177358
50025,"Windham, VT",2,Population (persons) 1/,42756
50025,"Windham, VT",3,Per capita personal income (dollars) 2/,50925
50027,"Windsor, VT",1,Personal income (thousands of dollars),3212998
50027,"Windsor, VT",2,Population (persons) 1/,55286
50027,"Windsor, VT",3,Per capita personal income (dollars) 2/,58116
51001,"Accomack, VA",1,Personal income (thousands of dollars),1386063
51001,"Accomack, VA",2,Population (persons) 1/,32412
51001,"Accomack, VA",3,Per capita personal income (dollars) 2/,42764
51007,"Amelia, VA",1,Personal income (thousands of dollars),582640
51007,"Amelia, VA",2,Population (persons) 1/,13013
51007,"Amelia, VA",3,Per capita personal income (dollars) 2/,44774
51009,"Amherst, VA",1,Personal income (thousands of dollars),1176695
51009,"Amherst, VA",2,Population (persons) 1/,31666
51009,"Amherst, VA",3,Per capita personal income (dollars) 2/,37160
51011,"Appomattox, VA",1,Personal income (thousands of dollars),606746
51011,"Appomattox, VA",2,Population (persons) 1/,15841
51011,"Appomattox, VA",3,Per capita personal income (dollars) 2/,38302
51013,"Arlington, VA",1,Personal income (thousands of dollars),22611442
51013,"Arlington, VA",2,Population (persons) 1/,237521
51013,"Arlington, VA",3,Per capita personal income (dollars) 2/,95198
51017,"Bath, VA",1,Personal income (thousands of dollars),264509
51017,"Bath, VA",2,Population (persons) 1/,4292
51017,"Bath, VA",3,Per capita personal income (dollars) 2/,61628
51019,"Bedford, VA*",1,Personal income (thousands of dollars),3678030
51019,"Bedford, VA*",2,Population (persons) 1/,78747
51019,"Bedford, VA*",3,Per capita personal income (dollars) 2/,46707
51021,"Bland, VA",1,Personal income (thousands of dollars),234863
51021,"Bland, VA",2,Population (persons) 1/,6293
51021,"Bland, VA",3,Per capita personal income (dollars) 2/,37321
51023,"Botetourt, VA",1,Personal income (thousands of dollars),1672975
51023,"Botetourt, VA",2,Population (persons) 1/,33277
51023,"Botetourt, VA",3,Per capita personal income (dollars) 2/,50274
51025,"Brunswick, VA",1,Personal income (thousands of dollars),535459
51025,"Brunswick, VA",2,Population (persons) 1/,16384
51025,"Brunswick, VA",3,Per capita personal income (dollars) 2/,32682
51027,"Buchanan, VA",1,Personal income (thousands of dollars),768811
51027,"Buchanan, VA",2,Population (persons) 1/,21221
51027,"Buchanan, VA",3,Per capita personal income (dollars) 2/,36229
51029,"Buckingham, VA",1,Personal income (thousands of dollars),521940
51029,"Buckingham, VA",2,Population (persons) 1/,16999
51029,"Buckingham, VA",3,Per capita personal income (dollars) 2/,30704
51033,"Caroline, VA",1,Personal income (thousands of dollars),1285673
51033,"Caroline, VA",2,Population (persons) 1/,30772
51033,"Caroline, VA",3,Per capita personal income (dollars) 2/,41781
51036,"Charles City, VA",1,Personal income (thousands of dollars),318063
51036,"Charles City, VA",2,Population (persons) 1/,6941
51036,"Charles City, VA",3,Per capita personal income (dollars) 2/,45824
51037,"Charlotte, VA",1,Personal income (thousands of dollars),429409
51037,"Charlotte, VA",2,Population (persons) 1/,11938
51037,"Charlotte, VA",3,Per capita personal income (dollars) 2/,35970
51041,"Chesterfield, VA",1,Personal income (thousands of dollars),18715686
51041,"Chesterfield, VA",2,Population (persons) 1/,348556
51041,"Chesterfield, VA",3,Per capita personal income (dollars) 2/,53695
51043,"Clarke, VA",1,Personal income (thousands of dollars),974655
51043,"Clarke, VA",2,Population (persons) 1/,14523
51043,"Clarke, VA",3,Per capita personal income (dollars) 2/,67111
51045,"Craig, VA",1,Personal income (thousands of dollars),193369
51045,"Craig, VA",2,Population (persons) 1/,5064
51045,"Craig, VA",3,Per capita personal income (dollars) 2/,38185
51047,"Culpeper, VA",1,Personal income (thousands of dollars),2411983
51047,"Culpeper, VA",2,Population (persons) 1/,51859
51047,"Culpeper, VA",3,Per capita personal income (dollars) 2/,46510
51049,"Cumberland, VA",1,Personal income (thousands of dollars),379587
51049,"Cumberland, VA",2,Population (persons) 1/,9809
51049,"Cumberland, VA",3,Per capita personal income (dollars) 2/,38698
51051,"Dickenson, VA",1,Personal income (thousands of dollars),469883
51051,"Dickenson, VA",2,Population (persons) 1/,14523
51051,"Dickenson, VA",3,Per capita personal income (dollars) 2/,32354
51057,"Essex, VA",1,Personal income (thousands of dollars),462250
51057,"Essex, VA",2,Population (persons) 1/,10919
51057,"Essex, VA",3,Per capita personal income (dollars) 2/,42334
51061,"Fauquier, VA",1,Personal income (thousands of dollars),5002860
51061,"Fauquier, VA",2,Population (persons) 1/,70675
51061,"Fauquier, VA",3,Per capita personal income (dollars) 2/,70787
51063,"Floyd, VA",1,Personal income (thousands of dollars),614471
51063,"Floyd, VA",2,Population (persons) 1/,15795
51063,"Floyd, VA",3,Per capita personal income (dollars) 2/,38903
51065,"Fluvanna, VA",1,Personal income (thousands of dollars),1197011
51065,"Fluvanna, VA",2,Population (persons) 1/,26783
51065,"Fluvanna, VA",3,Per capita personal income (dollars) 2/,44693
51067,"Franklin, VA",1,Personal income (thousands of dollars),2291672
51067,"Franklin, VA",2,Population (persons) 1/,56195
51067,"Franklin, VA",3,Per capita personal income (dollars) 2/,40781
51071,"Giles, VA",1,Personal income (thousands of dollars),675725
51071,"Giles, VA",2,Population (persons) 1/,16844
51071,"Giles, VA",3,Per capita personal income (dollars) 2/,40117
51073,"Gloucester, VA",1,Personal income (thousands of dollars),1886194
51073,"Gloucester, VA",2,Population (persons) 1/,37349
51073,"Gloucester, VA",3,Per capita personal income (dollars) 2/,50502
51075,"Goochland, VA",1,Personal income (thousands of dollars),2337061
51075,"Goochland, VA",2,Population (persons) 1/,23244
51075,"Goochland, VA",3,Per capita personal income (dollars) 2/,100545
51077,"Grayson, VA",1,Personal income (thousands of dollars),516020
51077,"Grayson, VA",2,Population (persons) 1/,15631
51077,"Grayson, VA",3,Per capita personal income (dollars) 2/,33013
51079,"Greene, VA",1,Personal income (thousands of dollars),877858
51079,"Greene, VA",2,Population (persons) 1/,19779
51079,"Greene, VA",3,Per capita personal income (dollars) 2/,44383
51083,"Halifax, VA",1,Personal income (thousands of dollars),1273653
51083,"Halifax, VA",2,Population (persons) 1/,34120
51083,"Halifax, VA",3,Per capita personal income (dollars) 2/,37329
51085,"Hanover, VA",1,Personal income (thousands of dollars),6462126
51085,"Hanover, VA",2,Population (persons) 1/,107239
51085,"Hanover, VA",3,Per capita personal income (dollars) 2/,60259
51087,"Henrico, VA",1,Personal income (thousands of dollars),22006480
51087,"Henrico, VA",2,Population (persons) 1/,329261
51087,"Henrico, VA",3,Per capita personal income (dollars) 2/,66836
51091,"Highland, VA",1,Personal income (thousands of dollars),101909
51091,"Highland, VA",2,Population (persons) 1/,2210
51091,"Highland, VA",3,Per capita personal income (dollars) 2/,46113
51093,"Isle of Wight, VA",1,Personal income (thousands of dollars),2043800
51093,"Isle of Wight, VA",2,Population (persons) 1/,36953
51093,"Isle of Wight, VA",3,Per capita personal income (dollars) 2/,55308
51097,"King and Queen, VA",1,Personal income (thousands of dollars),305349
51097,"King and Queen, VA",2,Population (persons) 1/,7042
51097,"King and Queen, VA",3,Per capita personal income (dollars) 2/,43361
51099,"King George, VA",1,Personal income (thousands of dollars),1408472
51099,"King George, VA",2,Population (persons) 1/,26575
51099,"King George, VA",3,Per capita personal income (dollars) 2/,53000
51101,"King William, VA",1,Personal income (thousands of dollars),789561
51101,"King William, VA",2,Population (persons) 1/,16939
51101,"King William, VA",3,Per capita personal income (dollars) 2/,46612
51103,"Lancaster, VA",1,Personal income (thousands of dollars),648619
51103,"Lancaster, VA",2,Population (persons) 1/,10783
51103,"Lancaster, VA",3,Per capita personal income (dollars) 2/,60152
51105,"Lee, VA",1,Personal income (thousands of dollars),713366
51105,"Lee, VA",2,Population (persons) 1/,23541
51105,"Lee, VA",3,Per capita personal income (dollars) 2/,30303
51107,"Loudoun, VA",1,Personal income (thousands of dollars),31762679
51107,"Loudoun, VA",2,Population (persons) 1/,406850
51107,"Loudoun, VA",3,Per capita personal income (dollars) 2/,78070
51109,"Louisa, VA",1,Personal income (thousands of dollars),1562180
51109,"Louisa, VA",2,Population (persons) 1/,36778
51109,"Louisa, VA",3,Per capita personal income (dollars) 2/,42476
51111,"Lunenburg, VA",1,Personal income (thousands of dollars),407963
51111,"Lunenburg, VA",2,Population (persons) 1/,12086
51111,"Lunenburg, VA",3,Per capita personal income (dollars) 2/,33755
51113,"Madison, VA",1,Personal income (thousands of dollars),649082
51113,"Madison, VA",2,Population (persons) 1/,13295
51113,"Madison, VA",3,Per capita personal income (dollars) 2/,48822
51115,"Mathews, VA",1,Personal income (thousands of dollars),493683
51115,"Mathews, VA",2,Population (persons) 1/,8802
51115,"Mathews, VA",3,Per capita personal income (dollars) 2/,56088
51117,"Mecklenburg, VA",1,Personal income (thousands of dollars),1141407
51117,"Mecklenburg, VA",2,Population (persons) 1/,30650
51117,"Mecklenburg, VA",3,Per capita personal income (dollars) 2/,37240
51119,"Middlesex, VA",1,Personal income (thousands of dollars),551513
51119,"Middlesex, VA",2,Population (persons) 1/,10769
51119,"Middlesex, VA",3,Per capita personal income (dollars) 2/,51213
51125,"Nelson, VA",1,Personal income (thousands of dollars),752436
51125,"Nelson, VA",2,Population (persons) 1/,14836
51125,"Nelson, VA",3,Per capita personal income (dollars) 2/,50717
51127,"New Kent, VA",1,Personal income (thousands of dollars),1584005
51127,"New Kent, VA",2,Population (persons) 1/,22391
51127,"New Kent, VA",3,Per capita personal income (dollars) 2/,70743
51131,"Northampton, VA",1,Personal income (thousands of dollars),578691
51131,"Northampton, VA",2,Population (persons) 1/,11735
51131,"Northampton, VA",3,Per capita personal income (dollars) 2/,49313
51133,"Northumberland, VA",1,Personal income (thousands of dollars),643141
51133,"Northumberland, VA",2,Population (persons) 1/,12147
51133,"Northumberland, VA",3,Per capita personal income (dollars) 2/,52946
51135,"Nottoway, VA",1,Personal income (thousands of dollars),538117
51135,"Nottoway, VA",2,Population (persons) 1/,15420
51135,"Nottoway, VA",3,Per capita personal income (dollars) 2/,34897
51137,"Orange, VA",1,Personal income (thousands of dollars),1795932
51137,"Orange, VA",2,Population (persons) 1/,36644
51137,"Orange, VA",3,Per capita personal income (dollars) 2/,49010
51139,"Page, VA",1,Personal income (thousands of dollars),936004
51139,"Page, VA",2,Population (persons) 1/,23933
51139,"Page, VA",3,Per capita personal income (dollars) 2/,39109
51141,"Patrick, VA",1,Personal income (thousands of dollars),602124
51141,"Patrick, VA",2,Population (persons) 1/,17673
51141,"Patrick, VA",3,Per capita personal income (dollars) 2/,34070
51145,"Powhatan, VA",1,Personal income (thousands of dollars),1652313
51145,"Powhatan, VA",2,Population (persons) 1/,29189
51145,"Powhatan, VA",3,Per capita personal income (dollars) 2/,56607
51147,"Prince Edward, VA",1,Personal income (thousands of dollars),731872
51147,"Prince Edward, VA",2,Population (persons) 1/,22950
51147,"Prince Edward, VA",3,Per capita personal income (dollars) 2/,31890
51155,"Pulaski, VA",1,Personal income (thousands of dollars),1377715
51155,"Pulaski, VA",2,Population (persons) 1/,34066
51155,"Pulaski, VA",3,Per capita personal income (dollars) 2/,40443
51157,"Rappahannock, VA",1,Personal income (thousands of dollars),475281
51157,"Rappahannock, VA",2,Population (persons) 1/,7252
51157,"Rappahannock, VA",3,Per capita personal income (dollars) 2/,65538
51159,"Richmond, VA",1,Personal income (thousands of dollars),332585
51159,"Richmond, VA",2,Population (persons) 1/,9038
51159,"Richmond, VA",3,Per capita personal income (dollars) 2/,36799
51167,"Russell, VA",1,Personal income (thousands of dollars),896014
51167,"Russell, VA",2,Population (persons) 1/,26748
51167,"Russell, VA",3,Per capita personal income (dollars) 2/,33498
51169,"Scott, VA",1,Personal income (thousands of dollars),727191
51169,"Scott, VA",2,Population (persons) 1/,21534
51169,"Scott, VA",3,Per capita personal income (dollars) 2/,33769
51171,"Shenandoah, VA",1,Personal income (thousands of dollars),1974201
51171,"Shenandoah, VA",2,Population (persons) 1/,43497
51171,"Shenandoah, VA",3,Per capita personal income (dollars) 2/,45387
51173,"Smyth, VA",1,Personal income (thousands of dollars),1126100
51173,"Smyth, VA",2,Population (persons) 1/,30472
51173,"Smyth, VA",3,Per capita personal income (dollars) 2/,36955
51179,"Stafford, VA",1,Personal income (thousands of dollars),8259225
51179,"Stafford, VA",2,Population (persons) 1/,149960
51179,"Stafford, VA",3,Per capita personal income (dollars) 2/,55076
51181,"Surry, VA",1,Personal income (thousands of dollars),300479
51181,"Surry, VA",2,Population (persons) 1/,6474
51181,"Surry, VA",3,Per capita personal income (dollars) 2/,46413
51183,"Sussex, VA",1,Personal income (thousands of dollars),352594
51183,"Sussex, VA",2,Population (persons) 1/,11237
51183,"Sussex, VA",3,Per capita personal income (dollars) 2/,31378
51185,"Tazewell, VA",1,Personal income (thousands of dollars),1588755
51185,"Tazewell, VA",2,Population (persons) 1/,40855
51185,"Tazewell, VA",3,Per capita personal income (dollars) 2/,38888
51187,"Warren, VA",1,Personal income (thousands of dollars),1869873
51187,"Warren, VA",2,Population (persons) 1/,40003
51187,"Warren, VA",3,Per capita personal income (dollars) 2/,46743
51193,"Westmoreland, VA",1,Personal income (thousands of dollars),769654
51193,"Westmoreland, VA",2,Population (persons) 1/,17830
51193,"Westmoreland, VA",3,Per capita personal income (dollars) 2/,43166
51197,"Wythe, VA",1,Personal income (thousands of dollars),1023867
51197,"Wythe, VA",2,Population (persons) 1/,28754
51197,"Wythe, VA",3,Per capita personal income (dollars) 2/,35608
51510,"Alexandria (Independent City), VA",1,Personal income (thousands of dollars),14127927
51510,"Alexandria (Independent City), VA",2,Population (persons) 1/,160530
51510,"Alexandria (Independent City), VA",3,Per capita personal income (dollars) 2/,88008
51550,"Chesapeake (Independent City), VA",1,Personal income (thousands of dollars),12259962
51550,"Chesapeake (Independent City), VA",2,Population (persons) 1/,242634
51550,"Chesapeake (Independent City), VA",3,Per capita personal income (dollars) 2/,50529
51650,"Hampton (Independent City), VA",1,Personal income (thousands of dollars),5848977
51650,"Hampton (Independent City), VA",2,Population (persons) 1/,134313
51650,"Hampton (Independent City), VA",3,Per capita personal income (dollars) 2/,43547
51700,"Newport News (Independent City), VA",1,Personal income (thousands of dollars),7770354
51700,"Newport News (Independent City), VA",2,Population (persons) 1/,178626
51700,"Newport News (Independent City), VA",3,Per capita personal income (dollars) 2/,43501
51710,"Norfolk (Independent City), VA",1,Personal income (thousands of dollars),10207860
51710,"Norfolk (Independent City), VA",2,Population (persons) 1/,244076
51710,"Norfolk (Independent City), VA",3,Per capita personal income (dollars) 2/,41822
51740,"Portsmouth (Independent City), VA",1,Personal income (thousands of dollars),3895933
51740,"Portsmouth (Independent City), VA",2,Population (persons) 1/,94632
51740,"Portsmouth (Independent City), VA",3,Per capita personal income (dollars) 2/,41169
51760,"Richmond (Independent City), VA",1,Personal income (thousands of dollars),12881773
51760,"Richmond (Independent City), VA",2,Population (persons) 1/,228783
51760,"Richmond (Independent City), VA",3,Per capita personal income (dollars) 2/,56306
51770,"Roanoke (Independent City), VA",1,Personal income (thousands of dollars),4341578
51770,"Roanoke (Independent City), VA",2,Population (persons) 1/,99920
51770,"Roanoke (Independent City), VA",3,Per capita personal income (dollars) 2/,43451
51800,"Suffolk (Independent City), VA",1,Personal income (thousands of dollars),4723202
51800,"Suffolk (Independent City), VA",2,Population (persons) 1/,91185
51800,"Suffolk (Independent City), VA",3,Per capita personal income (dollars) 2/,51798
51810,"Virginia Beach (Independent City), VA",1,Personal income (thousands of dollars),26249674
51810,"Virginia Beach (Independent City), VA",2,Population (persons) 1/,450189
51810,"Virginia Beach (Independent City), VA",3,Per capita personal income (dollars) 2/,58308
51901,"Albemarle + Charlottesville, VA*",1,Personal income (thousands of dollars),11702008
51901,"Albemarle + Charlottesville, VA*",2,Population (persons) 1/,156835
51901,"Albemarle + Charlottesville, VA*",3,Per capita personal income (dollars) 2/,74613
51903,"Alleghany + Covington, VA*",1,Personal income (thousands of dollars),816049
51903,"Alleghany + Covington, VA*",2,Population (persons) 1/,20370
51903,"Alleghany + Covington, VA*",3,Per capita personal income (dollars) 2/,40061
51907,"Augusta, Staunton + Waynesboro, VA*",1,Personal income (thousands of dollars),5451146
51907,"Augusta, Staunton + Waynesboro, VA*",2,Population (persons) 1/,123007
51907,"Augusta, Staunton + Waynesboro, VA*",3,Per capita personal income (dollars) 2/,44316
51911,"Campbell + Lynchburg, VA*",1,Personal income (thousands of dollars),5171184
51911,"Campbell + Lynchburg, VA*",2,Population (persons) 1/,137099
51911,"Campbell + Lynchburg, VA*",3,Per capita personal income (dollars) 2/,37719
51913,"Carroll + Galax, VA*",1,Personal income (thousands of dollars),1298947
51913,"Carroll + Galax, VA*",2,Population (persons) 1/,36059
51913,"Carroll + Galax, VA*",3,Per capita personal income (dollars) 2/,36023
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",1,Personal income (thousands of dollars),3144588
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2,Population (persons) 1/,77929
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",3,Per capita personal income (dollars) 2/,40352
51919,"Fairfax, Fairfax City + Falls Church, VA*",1,Personal income (thousands of dollars),98116827
51919,"Fairfax, Fairfax City + Falls Church, VA*",2,Population (persons) 1/,1190141
51919,"Fairfax, Fairfax City + Falls Church, VA*",3,Per capita personal income (dollars) 2/,82441
51921,"Frederick + Winchester, VA*",1,Personal income (thousands of dollars),5916516
51921,"Frederick + Winchester, VA*",2,Population (persons) 1/,116463
51921,"Frederick + Winchester, VA*",3,Per capita personal income (dollars) 2/,50802
51923,"Greensville + Emporia, VA*",1,Personal income (thousands of dollars),542479
51923,"Greensville + Emporia, VA*",2,Population (persons) 1/,16748
51923,"Greensville + Emporia, VA*",3,Per capita personal income (dollars) 2/,32391
51929,"Henry + Martinsville, VA*",1,Personal income (thousands of dollars),2513794
51929,"Henry + Martinsville, VA*",2,Population (persons) 1/,63855
51929,"Henry + Martinsville, VA*",3,Per capita personal income (dollars) 2/,39367
51931,"James City + Williamsburg, VA*",1,Personal income (thousands of dollars),6016740
51931,"James City + Williamsburg, VA*",2,Population (persons) 1/,91293
51931,"James City + Williamsburg, VA*",3,Per capita personal income (dollars) 2/,65906
51933,"Montgomery + Radford, VA*",1,Personal income (thousands of dollars),4430040
51933,"Montgomery + Radford, VA*",2,Population (persons) 1/,117324
51933,"Montgomery + Radford, VA*",3,Per capita personal income (dollars) 2/,37759
51939,"Pittsylvania + Danville, VA*",1,Personal income (thousands of dollars),3912942
51939,"Pittsylvania + Danville, VA*",2,Population (persons) 1/,101642
51939,"Pittsylvania + Danville, VA*",3,Per capita personal income (dollars) 2/,38497
51941,"Prince George + Hopewell, VA*",1,Personal income (thousands of dollars),2353062
51941,"Prince George + Hopewell, VA*",2,Population (persons) 1/,60678
51941,"Prince George + Hopewell, VA*",3,Per capita personal income (dollars) 2/,38779
51942,"Prince William, Manassas + Manassas Park, VA*",1,Personal income (thousands of dollars),28845521
51942,"Prince William, Manassas + Manassas Park, VA*",2,Population (persons) 1/,526959
51942,"Prince William, Manassas + Manassas Park, VA*",3,Per capita personal income (dollars) 2/,54740
51944,"Roanoke + Salem, VA*",1,Personal income (thousands of dollars),6254966
51944,"Roanoke + Salem, VA*",2,Population (persons) 1/,119716
51944,"Roanoke + Salem, VA*",3,Per capita personal income (dollars) 2/,52248
51945,"Rockbridge, Buena Vista + Lexington, VA*",1,Personal income (thousands of dollars),1456549
51945,"Rockbridge, Buena Vista + Lexington, VA*",2,Population (persons) 1/,36125
51945,"Rockbridge, Buena Vista + Lexington, VA*",3,Per capita personal income (dollars) 2/,40320
51947,"Rockingham + Harrisonburg, VA*",1,Personal income (thousands of dollars),5373366
51947,"Rockingham + Harrisonburg, VA*",2,Population (persons) 1/,135277
51947,"Rockingham + Harrisonburg, VA*",3,Per capita personal income (dollars) 2/,39721
51949,"Southampton + Franklin, VA*",1,Personal income (thousands of dollars),1084903
51949,"Southampton + Franklin, VA*",2,Population (persons) 1/,25599
51949,"Southampton + Franklin, VA*",3,Per capita personal income (dollars) 2/,42381
51951,"Spotsylvania + Fredericksburg, VA*",1,Personal income (thousands of dollars),8298207
51951,"Spotsylvania + Fredericksburg, VA*",2,Population (persons) 1/,163382
51951,"Spotsylvania + Fredericksburg, VA*",3,Per capita personal income (dollars) 2/,50790
51953,"Washington + Bristol, VA*",1,Personal income (thousands of dollars),2899980
51953,"Washington + Bristol, VA*",2,Population (persons) 1/,70884
51953,"Washington + Bristol, VA*",3,Per capita personal income (dollars) 2/,40912
51955,"Wise + Norton, VA*",1,Personal income (thousands of dollars),1384856
51955,"Wise + Norton, VA*",2,Population (persons) 1/,41980
51955,"Wise + Norton, VA*",3,Per capita personal income (dollars) 2/,32988
51958,"York + Poquoson, VA*",1,Personal income (thousands of dollars),4731142
51958,"York + Poquoson, VA*",2,Population (persons) 1/,80036
51958,"York + Poquoson, VA*",3,Per capita personal income (dollars) 2/,59113
53001,"Adams, WA",1,Personal income (thousands of dollars),845694
53001,"Adams, WA",2,Population (persons) 1/,19759
53001,"Adams, WA",3,Per capita personal income (dollars) 2/,42800
53003,"Asotin, WA",1,Personal income (thousands of dollars),1065013
53003,"Asotin, WA",2,Population (persons) 1/,22610
53003,"Asotin, WA",3,Per capita personal income (dollars) 2/,47104
53005,"Benton, WA",1,Personal income (thousands of dollars),9582003
53005,"Benton, WA",2,Population (persons) 1/,201877
53005,"Benton, WA",3,Per capita personal income (dollars) 2/,47465
53007,"Chelan, WA",1,Personal income (thousands of dollars),4218701
53007,"Chelan, WA",2,Population (persons) 1/,77036
53007,"Chelan, WA",3,Per capita personal income (dollars) 2/,54763
53009,"Clallam, WA",1,Personal income (thousands of dollars),3539082
53009,"Clallam, WA",2,Population (persons) 1/,76737
53009,"Clallam, WA",3,Per capita personal income (dollars) 2/,46120
53011,"Clark, WA",1,Personal income (thousands of dollars),25742325
53011,"Clark, WA",2,Population (persons) 1/,481857
53011,"Clark, WA",3,Per capita personal income (dollars) 2/,53423
53013,"Columbia, WA",1,Personal income (thousands of dollars),203245
53013,"Columbia, WA",2,Population (persons) 1/,4059
53013,"Columbia, WA",3,Per capita personal income (dollars) 2/,50073
53015,"Cowlitz, WA",1,Personal income (thousands of dollars),4903274
53015,"Cowlitz, WA",2,Population (persons) 1/,108987
53015,"Cowlitz, WA",3,Per capita personal income (dollars) 2/,44990
53017,"Douglas, WA",1,Personal income (thousands of dollars),1780999
53017,"Douglas, WA",2,Population (persons) 1/,42907
53017,"Douglas, WA",3,Per capita personal income (dollars) 2/,41508
53019,"Ferry, WA",1,Personal income (thousands of dollars),275906
53019,"Ferry, WA",2,Population (persons) 1/,7649
53019,"Ferry, WA",3,Per capita personal income (dollars) 2/,36071
53021,"Franklin, WA",1,Personal income (thousands of dollars),3527604
53021,"Franklin, WA",2,Population (persons) 1/,94347
53021,"Franklin, WA",3,Per capita personal income (dollars) 2/,37390
53023,"Garfield, WA",1,Personal income (thousands of dollars),100013
53023,"Garfield, WA",2,Population (persons) 1/,2247
53023,"Garfield, WA",3,Per capita personal income (dollars) 2/,44510
53025,"Grant, WA",1,Personal income (thousands of dollars),3872693
53025,"Grant, WA",2,Population (persons) 1/,97331
53025,"Grant, WA",3,Per capita personal income (dollars) 2/,39789
53027,"Grays Harbor, WA",1,Personal income (thousands of dollars),2987779
53027,"Grays Harbor, WA",2,Population (persons) 1/,73901
53027,"Grays Harbor, WA",3,Per capita personal income (dollars) 2/,40429
53029,"Island, WA",1,Personal income (thousands of dollars),4706470
53029,"Island, WA",2,Population (persons) 1/,84460
53029,"Island, WA",3,Per capita personal income (dollars) 2/,55724
53031,"Jefferson, WA",1,Personal income (thousands of dollars),1668297
53031,"Jefferson, WA",2,Population (persons) 1/,31729
53031,"Jefferson, WA",3,Per capita personal income (dollars) 2/,52580
53033,"King, WA",1,Personal income (thousands of dollars),201962200
53033,"King, WA",2,Population (persons) 1/,2233163
53033,"King, WA",3,Per capita personal income (dollars) 2/,90438
53035,"Kitsap, WA",1,Personal income (thousands of dollars),15174970
53035,"Kitsap, WA",2,Population (persons) 1/,269805
53035,"Kitsap, WA",3,Per capita personal income (dollars) 2/,56244
53037,"Kittitas, WA",1,Personal income (thousands of dollars),2017835
53037,"Kittitas, WA",2,Population (persons) 1/,47364
53037,"Kittitas, WA",3,Per capita personal income (dollars) 2/,42603
53039,"Klickitat, WA",1,Personal income (thousands of dollars),1075599
53039,"Klickitat, WA",2,Population (persons) 1/,22107
53039,"Klickitat, WA",3,Per capita personal income (dollars) 2/,48654
53041,"Lewis, WA",1,Personal income (thousands of dollars),3459026
53041,"Lewis, WA",2,Population (persons) 1/,79604
53041,"Lewis, WA",3,Per capita personal income (dollars) 2/,43453
53043,"Lincoln, WA",1,Personal income (thousands of dollars),497395
53043,"Lincoln, WA",2,Population (persons) 1/,10740
53043,"Lincoln, WA",3,Per capita personal income (dollars) 2/,46312
53045,"Mason, WA",1,Personal income (thousands of dollars),2801530
53045,"Mason, WA",2,Population (persons) 1/,65507
53045,"Mason, WA",3,Per capita personal income (dollars) 2/,42767
53047,"Okanogan, WA",1,Personal income (thousands of dollars),1789006
53047,"Okanogan, WA",2,Population (persons) 1/,42132
53047,"Okanogan, WA",3,Per capita personal income (dollars) 2/,42462
53049,"Pacific, WA",1,Personal income (thousands of dollars),919777
53049,"Pacific, WA",2,Population (persons) 1/,22036
53049,"Pacific, WA",3,Per capita personal income (dollars) 2/,41740
53051,"Pend Oreille, WA",1,Personal income (thousands of dollars),566710
53051,"Pend Oreille, WA",2,Population (persons) 1/,13602
53051,"Pend Oreille, WA",3,Per capita personal income (dollars) 2/,41664
53053,"Pierce, WA",1,Personal income (thousands of dollars),46449056
53053,"Pierce, WA",2,Population (persons) 1/,891299
53053,"Pierce, WA",3,Per capita personal income (dollars) 2/,52114
53055,"San Juan, WA",1,Personal income (thousands of dollars),1314561
53055,"San Juan, WA",2,Population (persons) 1/,17128
53055,"San Juan, WA",3,Per capita personal income (dollars) 2/,76749
53057,"Skagit, WA",1,Personal income (thousands of dollars),6802660
53057,"Skagit, WA",2,Population (persons) 1/,128206
