IDWD Research and Analysis,,,,,,,,,,
,,,,,,,,,,
Unemployment Insurance (UI) Claims,,,,,,,,,,
,,,,,,,,,,
Geography,State Fips,County Fips,Year,Month,Month Code,week,Initial Claims,Disclosure Code,Pct. Change from Same,Disclosure Code
,,,,,,,,,Week Last Year,
"Hendricks County, IN",18,63,2020,May,5,18,805,,2415.60%,
"Hendricks County, IN",18,63,2020,May,5,19,504,,1766.70%,
"Hendricks County, IN",18,63,2020,May,5,20,488,,1425.00%,
"Hendricks County, IN",18,63,2020,May,5,21,417,,1503.80%,
"Hendricks County, IN",18,63,2020,May,5,22,339,,1069.00%,
"Hendricks County, IN",18,63,2020,June,6,23,324,,1017.20%,
"Hendricks County, IN",18,63,2020,June,6,24,327,,1321.70%,
"Hendricks County, IN",18,63,2020,June,6,25,419,,1721.70%,
"Hendricks County, IN",18,63,2020,June,6,26,698,,1736.80%,
"Hendricks County, IN",18,63,2020,July,7,27,332,,1283.30%,
"Henry County, IN",18,65,2020,January,1,1,28,,-31.70%,
"Henry County, IN",18,65,2020,January,1,2,30,,-18.90%,
"Henry County, IN",18,65,2020,January,1,3,21,,-12.50%,
"Henry County, IN",18,65,2020,January,1,4,25,,,
"Henry County, IN",18,65,2020,February,2,5,20,,-13.00%,
"Henry County, IN",18,65,2020,February,2,6,20,,25.00%,
"Henry County, IN",18,65,2020,February,2,7,12,,-40.00%,
"Henry County, IN",18,65,2020,February,2,8,14,,-41.70%,
"Henry County, IN",18,65,2020,February,2,9,14,,16.70%,
"Henry County, IN",18,65,2020,March,3,10,10,,-9.10%,
"Henry County, IN",18,65,2020,March,3,11,14,,100.00%,
"Henry County, IN",18,65,2020,March,3,12,318,,2790.90%,
"Henry County, IN",18,65,2020,March,3,13,859,,7058.30%,
"Henry County, IN",18,65,2020,April,4,14,827,,4252.60%,
"Henry County, IN",18,65,2020,April,4,15,830,,100.00%,
"Henry County, IN",18,65,2020,April,4,16,440,,2215.80%,
"Henry County, IN",18,65,2020,April,4,17,342,,2530.80%,
"Henry County, IN",18,65,2020,May,5,18,247,,1200.00%,
"Henry County, IN",18,65,2020,May,5,19,167,,1184.60%,
"Henry County, IN",18,65,2020,May,5,20,152,,1281.80%,
"Henry County, IN",18,65,2020,May,5,21,134,,1118.20%,
"Henry County, IN",18,65,2020,May,5,22,139,,100.00%,
"Henry County, IN",18,65,2020,June,6,23,151,,978.60%,
"Henry County, IN",18,65,2020,June,6,24,117,,100.00%,
"Henry County, IN",18,65,2020,June,6,25,135,,100.00%,
"Henry County, IN",18,65,2020,June,6,26,215,,1435.70%,
"Henry County, IN",18,65,2020,July,7,27,115,,100.00%,
"Howard County, IN",18,67,2020,January,1,1,58,,-1.70%,
"Howard County, IN",18,67,2020,January,1,2,67,,6.30%,
"Howard County, IN",18,67,2020,January,1,3,58,,52.60%,
"Howard County, IN",18,67,2020,January,1,4,50,,31.60%,
"Howard County, IN",18,67,2020,February,2,5,32,,-17.90%,
"Howard County, IN",18,67,2020,February,2,6,31,,-3.10%,
"Howard County, IN",18,67,2020,February,2,7,30,,15.40%,
"Howard County, IN",18,67,2020,February,2,8,39,,34.50%,
"Howard County, IN",18,67,2020,February,2,9,34,,9.70%,
"Howard County, IN",18,67,2020,March,3,10,27,,-20.60%,
"Howard County, IN",18,67,2020,March,3,11,120,,400.00%,
"Howard County, IN",18,67,2020,March,3,12,"1,512",,1916.00%,
"Howard County, IN",18,67,2020,March,3,13,"4,579",,2854.20%,
"Howard County, IN",18,67,2020,April,4,14,"1,612",,189.40%,
"Howard County, IN",18,67,2020,April,4,15,"1,482",,1902.70%,
"Howard County, IN",18,67,2020,April,4,16,"1,015",,111.90%,
"Howard County, IN",18,67,2020,April,4,17,706,,1665.00%,
"Howard County, IN",18,67,2020,May,5,18,584,,1783.90%,
"Howard County, IN",18,67,2020,May,5,19,395,,1262.10%,
"Howard County, IN",18,67,2020,May,5,20,389,,1044.10%,
"Howard County, IN",18,67,2020,May,5,21,308,,1000.00%,
"Howard County, IN",18,67,2020,May,5,22,287,,925.00%,
"Howard County, IN",18,67,2020,June,6,23,260,,766.70%,
"Howard County, IN",18,67,2020,June,6,24,263,,806.90%,
"Howard County, IN",18,67,2020,June,6,25,288,,860.00%,
"Howard County, IN",18,67,2020,June,6,26,495,,1202.60%,
"Howard County, IN",18,67,2020,July,7,27,281,,1121.70%,
"Huntington County, IN",18,69,2020,January,1,1,21,,-34.40%,
"Huntington County, IN",18,69,2020,January,1,2,23,,-39.50%,
"Huntington County, IN",18,69,2020,January,1,3,35,,66.70%,
"Huntington County, IN",18,69,2020,January,1,4,15,,-6.30%,
"Huntington County, IN",18,69,2020,February,2,5,27,,92.90%,
"Huntington County, IN",18,69,2020,February,2,6,14,,-39.10%,
"Huntington County, IN",18,69,2020,February,2,7,11,,-21.40%,
"Huntington County, IN",18,69,2020,February,2,8,20,,17.60%,
"Huntington County, IN",18,69,2020,February,2,9,10,,-47.40%,
"Huntington County, IN",18,69,2020,March,3,10,13,,100.00%,
"Huntington County, IN",18,69,2020,March,3,11,12,,-14.30%,
"Huntington County, IN",18,69,2020,March,3,12,304,,100.00%,
"Huntington County, IN",18,69,2020,March,3,13,"1,180",,10627.30%,
"Huntington County, IN",18,69,2020,April,4,14,647,,100.00%,
"Huntington County, IN",18,69,2020,April,4,15,549,,2287.00%,
"Huntington County, IN",18,69,2020,April,4,16,285,,100.00%,
"Huntington County, IN",18,69,2020,April,4,17,272,,100.00%,
"Huntington County, IN",18,69,2020,May,5,18,216,,100.00%,
"Huntington County, IN",18,69,2020,May,5,19,129,,658.80%,
"Huntington County, IN",18,69,2020,May,5,20,123,,100.00%,
"Huntington County, IN",18,69,2020,May,5,21,108,,620.00%,
"Huntington County, IN",18,69,2020,May,5,22,89,,641.70%,
"Huntington County, IN",18,69,2020,June,6,23,128,,1063.60%,
"Huntington County, IN",18,69,2020,June,6,24,80,,700.00%,
"Huntington County, IN",18,69,2020,June,6,25,73,,386.70%,
"Huntington County, IN",18,69,2020,June,6,26,162,,100.00%,
"Huntington County, IN",18,69,2020,July,7,27,104,,100.00%,
"Jackson County, IN",18,71,2020,January,1,1,23,,,
"Jackson County, IN",18,71,2020,January,1,2,30,,-9.10%,
"Jackson County, IN",18,71,2020,January,1,3,15,,-25.00%,
"Jackson County, IN",18,71,2020,January,1,4,12,,,
"Jackson County, IN",18,71,2020,February,2,5,13,,-7.10%,
"Jackson County, IN",18,71,2020,February,2,6,13,,-35.00%,
"Jackson County, IN",18,71,2020,February,2,7,,(D),,(D)
"Jackson County, IN",18,71,2020,February,2,8,20,,100.00%,
"Jackson County, IN",18,71,2020,February,2,9,,(D),,(D)
"Jackson County, IN",18,71,2020,March,3,10,,(D),,(D)
"Jackson County, IN",18,71,2020,March,3,11,,(D),,(D)
"Jackson County, IN",18,71,2020,March,3,12,299,,2890.00%,
"Jackson County, IN",18,71,2020,March,3,13,"1,063",,7492.90%,
"Jackson County, IN",18,71,2020,April,4,14,"1,071",,5255.00%,
"Jackson County, IN",18,71,2020,April,4,15,"1,317",,10875.00%,
"Jackson County, IN",18,71,2020,April,4,16,847,,100.00%,
"Jackson County, IN",18,71,2020,April,4,17,514,,100.00%,
"Jackson County, IN",18,71,2020,May,5,18,351,,2240.00%,
"Jackson County, IN",18,71,2020,May,5,19,249,,1678.60%,
"Jackson County, IN",18,71,2020,May,5,20,215,,100.00%,
"Jackson County, IN",18,71,2020,May,5,21,169,,100.00%,
"Jackson County, IN",18,71,2020,May,5,22,142,,1190.90%,
"Jackson County, IN",18,71,2020,June,6,23,138,,1280.00%,
"Jackson County, IN",18,71,2020,June,6,24,121,,100.00%,
"Jackson County, IN",18,71,2020,June,6,25,141,,1310.00%,
"Jackson County, IN",18,71,2020,June,6,26,179,,1527.30%,
"Jackson County, IN",18,71,2020,July,7,27,122,,100.00%,
"Jasper County, IN",18,73,2020,January,1,1,75,,56.30%,
"Jasper County, IN",18,73,2020,January,1,2,56,,80.60%,
"Jasper County, IN",18,73,2020,January,1,3,33,,3.10%,
"Jasper County, IN",18,73,2020,January,1,4,27,,-3.60%,
"Jasper County, IN",18,73,2020,February,2,5,35,,40.00%,
"Jasper County, IN",18,73,2020,February,2,6,25,,-35.90%,
"Jasper County, IN",18,73,2020,February,2,7,17,,30.80%,
"Jasper County, IN",18,73,2020,February,2,8,26,,8.30%,
"Jasper County, IN",18,73,2020,February,2,9,16,,6.70%,
"Jasper County, IN",18,73,2020,March,3,10,12,,-25.00%,
"Jasper County, IN",18,73,2020,March,3,11,21,,90.90%,
"Jasper County, IN",18,73,2020,March,3,12,235,,1578.60%,
"Jasper County, IN",18,73,2020,March,3,13,394,,100.00%,
"Jasper County, IN",18,73,2020,April,4,14,515,,100.00%,
"Jasper County, IN",18,73,2020,April,4,15,474,,4640.00%,
"Jasper County, IN",18,73,2020,April,4,16,316,,2533.30%,
"Jasper County, IN",18,73,2020,April,4,17,247,,100.00%,
"Jasper County, IN",18,73,2020,May,5,18,172,,1223.10%,
"Jasper County, IN",18,73,2020,May,5,19,159,,1123.10%,
"Jasper County, IN",18,73,2020,May,5,20,103,,100.00%,
"Jasper County, IN",18,73,2020,May,5,21,97,,708.30%,
"Jasper County, IN",18,73,2020,May,5,22,88,,700.00%,
"Jasper County, IN",18,73,2020,June,6,23,76,,442.90%,
"Jasper County, IN",18,73,2020,June,6,24,93,,675.00%,
"Jasper County, IN",18,73,2020,June,6,25,84,,600.00%,
"Jasper County, IN",18,73,2020,June,6,26,150,,552.20%,
"Jasper County, IN",18,73,2020,July,7,27,99,,661.50%,
"Jay County, IN",18,75,2020,January,1,1,12,,9.10%,
"Jay County, IN",18,75,2020,January,1,2,,(D),,(D)
"Jay County, IN",18,75,2020,January,1,3,,(D),,(D)
"Jay County, IN",18,75,2020,January,1,4,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,5,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,6,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,7,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,8,,(D),,(D)
"Jay County, IN",18,75,2020,February,2,9,,(D),,(D)
"Jay County, IN",18,75,2020,March,3,10,,(D),,(D)
"Jay County, IN",18,75,2020,March,3,11,,(D),,(D)
"Jay County, IN",18,75,2020,March,3,12,98,,100.00%,
"Jay County, IN",18,75,2020,March,3,13,351,,100.00%,
"Jay County, IN",18,75,2020,April,4,14,671,,100.00%,
"Jay County, IN",18,75,2020,April,4,15,281,,100.00%,
"Jay County, IN",18,75,2020,April,4,16,160,,100.00%,
"Jay County, IN",18,75,2020,April,4,17,141,,100.00%,
"Jay County, IN",18,75,2020,May,5,18,125,,100.00%,
"Jay County, IN",18,75,2020,May,5,19,70,,100.00%,
"Jay County, IN",18,75,2020,May,5,20,51,,100.00%,
"Jay County, IN",18,75,2020,May,5,21,55,,100.00%,
"Jay County, IN",18,75,2020,May,5,22,68,,100.00%,
"Jay County, IN",18,75,2020,June,6,23,60,,100.00%,
"Jay County, IN",18,75,2020,June,6,24,54,,100.00%,
"Jay County, IN",18,75,2020,June,6,25,46,,100.00%,
"Jay County, IN",18,75,2020,June,6,26,78,,100.00%,
"Jay County, IN",18,75,2020,July,7,27,44,,340.00%,
"Jefferson County, IN",18,77,2020,January,1,1,19,,11.80%,
"Jefferson County, IN",18,77,2020,January,1,2,18,,28.60%,
"Jefferson County, IN",18,77,2020,January,1,3,12,,100.00%,
"Jefferson County, IN",18,77,2020,January,1,4,,(D),,(D)
"Jefferson County, IN",18,77,2020,February,2,5,,(D),,(D)
"Jefferson County, IN",18,77,2020,February,2,6,10,,100.00%,
"Jefferson County, IN",18,77,2020,February,2,7,,(D),,(D)
"Jefferson County, IN",18,77,2020,February,2,8,,(D),,(D)
"Jefferson County, IN",18,77,2020,February,2,9,,(D),,(D)
"Jefferson County, IN",18,77,2020,March,3,10,13,,100.00%,
"Jefferson County, IN",18,77,2020,March,3,11,,(D),,(D)
"Jefferson County, IN",18,77,2020,March,3,12,305,,100.00%,
"Jefferson County, IN",18,77,2020,March,3,13,670,,100.00%,
"Jefferson County, IN",18,77,2020,April,4,14,595,,100.00%,
"Jefferson County, IN",18,77,2020,April,4,15,651,,100.00%,
"Jefferson County, IN",18,77,2020,April,4,16,327,,100.00%,
"Jefferson County, IN",18,77,2020,April,4,17,200,,100.00%,
"Jefferson County, IN",18,77,2020,May,5,18,163,,100.00%,
"Jefferson County, IN",18,77,2020,May,5,19,103,,100.00%,
"Jefferson County, IN",18,77,2020,May,5,20,115,,100.00%,
"Jefferson County, IN",18,77,2020,May,5,21,119,,100.00%,
"Jefferson County, IN",18,77,2020,May,5,22,87,,100.00%,
"Jefferson County, IN",18,77,2020,June,6,23,100,,100.00%,
"Jefferson County, IN",18,77,2020,June,6,24,91,,100.00%,
"Jefferson County, IN",18,77,2020,June,6,25,127,,100.00%,
"Jefferson County, IN",18,77,2020,June,6,26,176,,100.00%,
"Jefferson County, IN",18,77,2020,July,7,27,86,,100.00%,
"Jennings County, IN",18,79,2020,January,1,1,18,,-47.10%,
"Jennings County, IN",18,79,2020,January,1,2,21,,-8.70%,
"Jennings County, IN",18,79,2020,January,1,3,10,,-41.20%,
"Jennings County, IN",18,79,2020,January,1,4,11,,-26.70%,
"Jennings County, IN",18,79,2020,February,2,5,,(D),,(D)
"Jennings County, IN",18,79,2020,February,2,6,,(D),,(D)
"Jennings County, IN",18,79,2020,February,2,7,,(D),,(D)
"Jennings County, IN",18,79,2020,February,2,8,11,,100.00%,
"Jennings County, IN",18,79,2020,February,2,9,,(D),,(D)
"Jennings County, IN",18,79,2020,March,3,10,,(D),,(D)
"Jennings County, IN",18,79,2020,March,3,11,,(D),,(D)
"Jennings County, IN",18,79,2020,March,3,12,217,,100.00%,
"Jennings County, IN",18,79,2020,March,3,13,801,,100.00%,
"Jennings County, IN",18,79,2020,April,4,14,536,,100.00%,
"Jennings County, IN",18,79,2020,April,4,15,641,,100.00%,
"Jennings County, IN",18,79,2020,April,4,16,386,,100.00%,
"Jennings County, IN",18,79,2020,April,4,17,274,,100.00%,
"Jennings County, IN",18,79,2020,May,5,18,163,,100.00%,
"Jennings County, IN",18,79,2020,May,5,19,118,,100.00%,
"Jennings County, IN",18,79,2020,May,5,20,94,,100.00%,
"Jennings County, IN",18,79,2020,May,5,21,99,,100.00%,
"Jennings County, IN",18,79,2020,May,5,22,66,,100.00%,
"Jennings County, IN",18,79,2020,June,6,23,60,,100.00%,
"Jennings County, IN",18,79,2020,June,6,24,77,,100.00%,
"Jennings County, IN",18,79,2020,June,6,25,103,,100.00%,
"Jennings County, IN",18,79,2020,June,6,26,347,,100.00%,
"Jennings County, IN",18,79,2020,July,7,27,117,,100.00%,
"Johnson County, IN",18,81,2020,January,1,1,53,,-1.90%,
"Johnson County, IN",18,81,2020,January,1,2,71,,-11.30%,
"Johnson County, IN",18,81,2020,January,1,3,53,,-20.90%,
"Johnson County, IN",18,81,2020,January,1,4,46,,-39.50%,
"Johnson County, IN",18,81,2020,February,2,5,43,,-29.50%,
"Johnson County, IN",18,81,2020,February,2,6,43,,-23.20%,
"Johnson County, IN",18,81,2020,February,2,7,45,,-16.70%,
"Johnson County, IN",18,81,2020,February,2,8,45,,40.60%,
"Johnson County, IN",18,81,2020,February,2,9,31,,-24.40%,
"Johnson County, IN",18,81,2020,March,3,10,46,,39.40%,
"Johnson County, IN",18,81,2020,March,3,11,31,,-6.10%,
"Johnson County, IN",18,81,2020,March,3,12,"1,440",,6160.90%,
"Johnson County, IN",18,81,2020,March,3,13,"2,266",,6374.30%,
"Johnson County, IN",18,81,2020,April,4,14,"2,343",,5614.60%,
"Johnson County, IN",18,81,2020,April,4,15,"2,392",,5215.60%,
"Johnson County, IN",18,81,2020,April,4,16,"1,646",,3914.60%,
"Johnson County, IN",18,81,2020,April,4,17,"1,273",,3878.10%,
"Johnson County, IN",18,81,2020,May,5,18,"1,039",,3610.70%,
"Johnson County, IN",18,81,2020,May,5,19,577,,1548.60%,
"Johnson County, IN",18,81,2020,May,5,20,633,,1658.30%,
"Johnson County, IN",18,81,2020,May,5,21,494,,1397.00%,
"Johnson County, IN",18,81,2020,May,5,22,411,,2468.80%,
"Johnson County, IN",18,81,2020,June,6,23,406,,1027.80%,
"Johnson County, IN",18,81,2020,June,6,24,420,,1254.80%,
"Johnson County, IN",18,81,2020,June,6,25,474,,1381.30%,
"Johnson County, IN",18,81,2020,June,6,26,957,,2486.50%,
"Johnson County, IN",18,81,2020,July,7,27,375,,1109.70%,
"Knox County, IN",18,83,2020,January,1,1,19,,46.20%,
"Knox County, IN",18,83,2020,January,1,2,26,,73.30%,
"Knox County, IN",18,83,2020,January,1,3,20,,100.00%,
"Knox County, IN",18,83,2020,January,1,4,26,,100.00%,
"Knox County, IN",18,83,2020,February,2,5,22,,100.00%,
"Knox County, IN",18,83,2020,February,2,6,11,,100.00%,
"Knox County, IN",18,83,2020,February,2,7,10,,100.00%,
"Knox County, IN",18,83,2020,February,2,8,,(D),,(D)
"Knox County, IN",18,83,2020,February,2,9,,(D),,(D)
"Knox County, IN",18,83,2020,March,3,10,,(D),,(D)
"Knox County, IN",18,83,2020,March,3,11,10,,100.00%,
"Knox County, IN",18,83,2020,March,3,12,296,,100.00%,
"Knox County, IN",18,83,2020,March,3,13,614,,100.00%,
"Knox County, IN",18,83,2020,April,4,14,503,,100.00%,
"Knox County, IN",18,83,2020,April,4,15,510,,100.00%,
"Knox County, IN",18,83,2020,April,4,16,356,,100.00%,
"Knox County, IN",18,83,2020,April,4,17,271,,100.00%,
"Knox County, IN",18,83,2020,May,5,18,177,,100.00%,
"Knox County, IN",18,83,2020,May,5,19,114,,100.00%,
"Knox County, IN",18,83,2020,May,5,20,92,,100.00%,
"Knox County, IN",18,83,2020,May,5,21,84,,100.00%,
"Knox County, IN",18,83,2020,May,5,22,87,,100.00%,
"Knox County, IN",18,83,2020,June,6,23,97,,100.00%,
"Knox County, IN",18,83,2020,June,6,24,80,,100.00%,
"Knox County, IN",18,83,2020,June,6,25,102,,100.00%,
"Knox County, IN",18,83,2020,June,6,26,152,,100.00%,
"Knox County, IN",18,83,2020,July,7,27,103,,100.00%,
"Kosciusko County, IN",18,85,2020,January,1,1,59,,25.50%,
"Kosciusko County, IN",18,85,2020,January,1,2,89,,64.80%,
"Kosciusko County, IN",18,85,2020,January,1,3,54,,3.80%,
"Kosciusko County, IN",18,85,2020,January,1,4,28,,12.00%,
"Kosciusko County, IN",18,85,2020,February,2,5,24,,-31.40%,
"Kosciusko County, IN",18,85,2020,February,2,6,57,,16.30%,
"Kosciusko County, IN",18,85,2020,February,2,7,19,,5.60%,
"Kosciusko County, IN",18,85,2020,February,2,8,24,,-7.70%,
"Kosciusko County, IN",18,85,2020,February,2,9,15,,-55.90%,
"Kosciusko County, IN",18,85,2020,March,3,10,35,,-16.70%,
"Kosciusko County, IN",18,85,2020,March,3,11,41,,36.70%,
"Kosciusko County, IN",18,85,2020,March,3,12,468,,1237.10%,
"Kosciusko County, IN",18,85,2020,March,3,13,"1,945",,7380.80%,
"Kosciusko County, IN",18,85,2020,April,4,14,"1,583",,4697.00%,
"Kosciusko County, IN",18,85,2020,April,4,15,"1,432",,4239.40%,
"Kosciusko County, IN",18,85,2020,April,4,16,846,,3033.30%,
"Kosciusko County, IN",18,85,2020,April,4,17,559,,1970.40%,
"Kosciusko County, IN",18,85,2020,May,5,18,353,,1207.40%,
"Kosciusko County, IN",18,85,2020,May,5,19,261,,944.00%,
"Kosciusko County, IN",18,85,2020,May,5,20,292,,1436.80%,
"Kosciusko County, IN",18,85,2020,May,5,21,202,,963.20%,
"Kosciusko County, IN",18,85,2020,May,5,22,253,,502.40%,
"Kosciusko County, IN",18,85,2020,June,6,23,222,,113.50%,
"Kosciusko County, IN",18,85,2020,June,6,24,232,,562.90%,
"Kosciusko County, IN",18,85,2020,June,6,25,273,,1037.50%,
"Kosciusko County, IN",18,85,2020,June,6,26,369,,985.30%,
"Kosciusko County, IN",18,85,2020,July,7,27,224,,505.40%,
"LaGrange County, IN",18,87,2020,January,1,1,39,,30.00%,
"LaGrange County, IN",18,87,2020,January,1,2,29,,-3.30%,
"LaGrange County, IN",18,87,2020,January,1,3,28,,64.70%,
"LaGrange County, IN",18,87,2020,January,1,4,12,,100.00%,
"LaGrange County, IN",18,87,2020,February,2,5,,(D),,(D)
"LaGrange County, IN",18,87,2020,February,2,6,,(D),,(D)
"LaGrange County, IN",18,87,2020,February,2,7,,(D),,(D)
"LaGrange County, IN",18,87,2020,February,2,8,17,,30.80%,
"LaGrange County, IN",18,87,2020,February,2,9,,(D),,(D)
"LaGrange County, IN",18,87,2020,March,3,10,,(D),,(D)
"LaGrange County, IN",18,87,2020,March,3,11,,(D),,(D)
"LaGrange County, IN",18,87,2020,March,3,12,129,,100.00%,
"LaGrange County, IN",18,87,2020,March,3,13,"1,484",,100.00%,
"LaGrange County, IN",18,87,2020,April,4,14,"1,257",,100.00%,
"LaGrange County, IN",18,87,2020,April,4,15,925,,100.00%,
"LaGrange County, IN",18,87,2020,April,4,16,418,,100.00%,
"LaGrange County, IN",18,87,2020,April,4,17,253,,1481.30%,
"LaGrange County, IN",18,87,2020,May,5,18,131,,100.00%,
"LaGrange County, IN",18,87,2020,May,5,19,89,,100.00%,
"LaGrange County, IN",18,87,2020,May,5,20,112,,100.00%,
"LaGrange County, IN",18,87,2020,May,5,21,70,,100.00%,
"LaGrange County, IN",18,87,2020,May,5,22,102,,827.30%,
"LaGrange County, IN",18,87,2020,June,6,23,98,,100.00%,
"LaGrange County, IN",18,87,2020,June,6,24,72,,100.00%,
"LaGrange County, IN",18,87,2020,June,6,25,72,,100.00%,
"LaGrange County, IN",18,87,2020,June,6,26,96,,100.00%,
"LaGrange County, IN",18,87,2020,July,7,27,54,,145.50%,
"Lake County, IN",18,89,2020,January,1,1,399,,7.00%,
"Lake County, IN",18,89,2020,January,1,2,404,,17.40%,
"Lake County, IN",18,89,2020,January,1,3,268,,-7.60%,
"Lake County, IN",18,89,2020,January,1,4,281,,22.70%,
"Lake County, IN",18,89,2020,February,2,5,253,,10.00%,
"Lake County, IN",18,89,2020,February,2,6,221,,-15.30%,
"Lake County, IN",18,89,2020,February,2,7,181,,-4.20%,
"Lake County, IN",18,89,2020,February,2,8,240,,35.60%,
"Lake County, IN",18,89,2020,February,2,9,218,,5.80%,
"Lake County, IN",18,89,2020,March,3,10,204,,-62.40%,
"Lake County, IN",18,89,2020,March,3,11,175,,-15.00%,
"Lake County, IN",18,89,2020,March,3,12,"3,820",,1810.00%,
"Lake County, IN",18,89,2020,March,3,13,"6,414",,4119.70%,
"Lake County, IN",18,89,2020,April,4,14,"6,972",,4125.50%,
"Lake County, IN",18,89,2020,April,4,15,"6,324",,3779.80%,
"Lake County, IN",18,89,2020,April,4,16,"4,280",,2734.40%,
"Lake County, IN",18,89,2020,April,4,17,"3,823",,2448.70%,
"Lake County, IN",18,89,2020,May,5,18,"3,154",,1934.80%,
"Lake County, IN",18,89,2020,May,5,19,"2,226",,1513.00%,
"Lake County, IN",18,89,2020,May,5,20,"2,319",,1499.30%,
"Lake County, IN",18,89,2020,May,5,21,"1,869",,1162.80%,
"Lake County, IN",18,89,2020,May,5,22,"1,542",,963.40%,
"Lake County, IN",18,89,2020,June,6,23,"1,531",,639.60%,
"Lake County, IN",18,89,2020,June,6,24,"1,815",,1041.50%,
"Lake County, IN",18,89,2020,June,6,25,"2,138",,1427.10%,
"Lake County, IN",18,89,2020,June,6,26,"3,200",,2019.20%,
"Lake County, IN",18,89,2020,July,7,27,"1,512",,764.00%,
"LaPorte County, IN",18,91,2020,January,1,1,109,,7.90%,
"LaPorte County, IN",18,91,2020,January,1,2,83,,-27.20%,
"LaPorte County, IN",18,91,2020,January,1,3,86,,-23.90%,
"LaPorte County, IN",18,91,2020,January,1,4,64,,-34.70%,
"LaPorte County, IN",18,91,2020,February,2,5,77,,-17.20%,
"LaPorte County, IN",18,91,2020,February,2,6,72,,-4.00%,
"LaPorte County, IN",18,91,2020,February,2,7,53,,10.40%,
"LaPorte County, IN",18,91,2020,February,2,8,59,,13.50%,
"LaPorte County, IN",18,91,2020,February,2,9,42,,-8.70%,
"LaPorte County, IN",18,91,2020,March,3,10,45,,-35.70%,
"LaPorte County, IN",18,91,2020,March,3,11,61,,48.80%,
"LaPorte County, IN",18,91,2020,March,3,12,977,,2282.90%,
"LaPorte County, IN",18,91,2020,March,3,13,"1,451",,4434.40%,
"LaPorte County, IN",18,91,2020,April,4,14,"1,461",,3552.50%,
"LaPorte County, IN",18,91,2020,April,4,15,"1,629",,4836.40%,
"LaPorte County, IN",18,91,2020,April,4,16,"1,130",,3128.60%,
"LaPorte County, IN",18,91,2020,April,4,17,934,,2568.60%,
"LaPorte County, IN",18,91,2020,May,5,18,724,,2029.40%,
"LaPorte County, IN",18,91,2020,May,5,19,534,,1086.70%,
"LaPorte County, IN",18,91,2020,May,5,20,483,,1241.70%,
"LaPorte County, IN",18,91,2020,May,5,21,388,,1041.20%,
"LaPorte County, IN",18,91,2020,May,5,22,421,,1037.80%,
"LaPorte County, IN",18,91,2020,June,6,23,407,,614.00%,
"LaPorte County, IN",18,91,2020,June,6,24,352,,802.60%,
"LaPorte County, IN",18,91,2020,June,6,25,431,,1206.10%,
"LaPorte County, IN",18,91,2020,June,6,26,614,,1515.80%,
"LaPorte County, IN",18,91,2020,July,7,27,350,,900.00%,
"Lawrence County, IN",18,93,2020,January,1,1,42,,-17.60%,
"Lawrence County, IN",18,93,2020,January,1,2,36,,-20.00%,
"Lawrence County, IN",18,93,2020,January,1,3,23,,-23.30%,
"Lawrence County, IN",18,93,2020,January,1,4,18,,,
"Lawrence County, IN",18,93,2020,February,2,5,16,,-27.30%,
"Lawrence County, IN",18,93,2020,February,2,6,18,,5.90%,
"Lawrence County, IN",18,93,2020,February,2,7,16,,45.50%,
"Lawrence County, IN",18,93,2020,February,2,8,16,,33.30%,
"Lawrence County, IN",18,93,2020,February,2,9,,(D),,(D)
"Lawrence County, IN",18,93,2020,March,3,10,10,,-33.30%,
"Lawrence County, IN",18,93,2020,March,3,11,13,,100.00%,
"Lawrence County, IN",18,93,2020,March,3,12,308,,100.00%,
"Lawrence County, IN",18,93,2020,March,3,13,"1,014",,7700.00%,
"Lawrence County, IN",18,93,2020,April,4,14,613,,6030.00%,
"Lawrence County, IN",18,93,2020,April,4,15,613,,100.00%,
"Lawrence County, IN",18,93,2020,April,4,16,321,,100.00%,
"Lawrence County, IN",18,93,2020,April,4,17,273,,100.00%,
"Lawrence County, IN",18,93,2020,May,5,18,193,,1035.30%,
"Lawrence County, IN",18,93,2020,May,5,19,158,,100.00%,
"Lawrence County, IN",18,93,2020,May,5,20,129,,100.00%,
"Lawrence County, IN",18,93,2020,May,5,21,131,,835.70%,
"Lawrence County, IN",18,93,2020,May,5,22,133,,100.00%,
"Lawrence County, IN",18,93,2020,June,6,23,110,,1000.00%,
"Lawrence County, IN",18,93,2020,June,6,24,113,,100.00%,
"Lawrence County, IN",18,93,2020,June,6,25,108,,100.00%,
"Lawrence County, IN",18,93,2020,June,6,26,198,,1550.00%,
"Lawrence County, IN",18,93,2020,July,7,27,165,,100.00%,
"Madison County, IN",18,95,2020,January,1,1,126,,-11.30%,
"Madison County, IN",18,95,2020,January,1,2,117,,21.90%,
"Madison County, IN",18,95,2020,January,1,3,80,,9.60%,
"Madison County, IN",18,95,2020,January,1,4,74,,8.80%,
"Madison County, IN",18,95,2020,February,2,5,59,,-4.80%,
"Madison County, IN",18,95,2020,February,2,6,62,,5.10%,
"Madison County, IN",18,95,2020,February,2,7,51,,24.40%,
"Madison County, IN",18,95,2020,February,2,8,44,,7.30%,
