STFIPS,AREATYNAME,AREANAME,YEAR,MONTH,ADJUSTED,PRELIM,LABORFORCE,EMP,UNEMP,UNEMPRATE,LABFORCE_PARTRATE
19,County,Calhoun County,2008,May,0,0,5280,5130,150,2.9,
19,County,Calhoun County,2008,June,0,0,5470,5280,190,3.5,
19,County,Calhoun County,2008,July,0,0,5380,5200,190,3.5,
19,County,Calhoun County,2008,August,0,0,5350,5150,200,3.7,
19,County,Calhoun County,2008,September,0,0,5280,5100,180,3.5,
19,County,Calhoun County,2008,October,0,0,5390,5210,180,3.3,
19,County,Calhoun County,2008,November,0,0,5330,5140,190,3.5,
19,County,Calhoun County,2008,December,0,0,5250,5010,240,4.5,
19,County,Calhoun County,2009,January,0,0,5250,4970,280,5.4,
19,County,Calhoun County,2009,February,0,0,5230,4940,300,5.7,
19,County,Calhoun County,2009,March,0,0,5340,5050,290,5.4,
19,County,Calhoun County,2009,April,0,0,5370,5120,260,4.8,
19,County,Calhoun County,2009,May,0,0,5320,5060,260,4.8,
19,County,Calhoun County,2009,June,0,0,5530,5250,280,5.1,
19,County,Calhoun County,2009,July,0,0,5380,5110,280,5.2,
19,County,Calhoun County,2009,August,0,0,5260,4970,290,5.4,
19,County,Calhoun County,2009,September,0,0,5130,4870,260,5.1,
19,County,Calhoun County,2009,October,0,0,5150,4910,240,4.6,
19,County,Calhoun County,2009,November,0,0,5160,4900,260,5.1,
19,County,Calhoun County,2009,December,0,0,5130,4860,280,5.4,
19,County,Calhoun County,2010,January,0,0,4580,4250,320,7,
19,County,Calhoun County,2010,February,0,0,4620,4290,340,7.3,
19,County,Calhoun County,2010,March,0,0,4670,4350,330,7,
19,County,Calhoun County,2010,April,0,0,4720,4440,280,6,
19,County,Calhoun County,2010,May,0,0,4650,4390,260,5.6,
19,County,Calhoun County,2010,June,0,0,4730,4450,280,5.9,
19,County,Calhoun County,2010,July,0,0,4720,4450,260,5.6,
19,County,Calhoun County,2010,August,0,0,4640,4370,270,5.8,
19,County,Calhoun County,2010,September,0,0,4650,4400,250,5.3,
19,County,Calhoun County,2010,October,0,0,4680,4440,250,5.3,
19,County,Calhoun County,2010,November,0,0,4610,4360,250,5.5,
19,County,Calhoun County,2010,December,0,0,4590,4310,280,6,
19,County,Calhoun County,2011,January,0,0,4530,4230,300,6.6,
19,County,Calhoun County,2011,February,0,0,4500,4210,300,6.6,
19,County,Calhoun County,2011,March,0,0,4520,4240,280,6.2,
19,County,Calhoun County,2011,April,0,0,4490,4250,240,5.4,
19,County,Calhoun County,2011,May,0,0,4490,4250,240,5.3,
19,County,Calhoun County,2011,June,0,0,4630,4360,260,5.7,
19,County,Calhoun County,2011,July,0,0,4570,4310,250,5.6,
19,County,Calhoun County,2011,August,0,0,4480,4230,250,5.7,
19,County,Calhoun County,2011,September,0,0,4470,4230,240,5.5,
19,County,Calhoun County,2011,October,0,0,4500,4270,230,5.1,
19,County,Calhoun County,2011,November,0,0,4470,4250,220,4.9,
19,County,Calhoun County,2011,December,0,0,4460,4200,250,5.6,
19,County,Calhoun County,2012,January,0,0,4430,4140,290,6.5,
19,County,Calhoun County,2012,February,0,0,4350,4090,270,6.1,
19,County,Calhoun County,2012,March,0,0,4350,4090,260,6,
19,County,Calhoun County,2012,April,0,0,4420,4190,230,5.2,
19,County,Calhoun County,2012,May,0,0,4410,4200,210,4.8,
19,County,Calhoun County,2012,June,0,0,4560,4320,240,5.3,
19,County,Calhoun County,2012,July,0,0,4500,4260,240,5.3,
19,County,Calhoun County,2012,August,0,0,4410,4170,250,5.6,
19,County,Calhoun County,2012,September,0,0,4430,4200,230,5.2,
19,County,Calhoun County,2012,October,0,0,4470,4240,230,5.2,
19,County,Calhoun County,2012,November,0,0,4450,4220,230,5.2,
19,County,Calhoun County,2012,December,0,0,4340,4090,250,5.8,
19,County,Calhoun County,2013,January,0,0,4310,4030,280,6.4,
19,County,Calhoun County,2013,February,0,0,4270,4010,270,6.2,
19,County,Calhoun County,2013,March,0,0,4240,3980,260,6.1,
19,County,Calhoun County,2013,April,0,0,4320,4080,240,5.4,
19,County,Calhoun County,2013,May,0,0,4340,4130,210,4.8,
19,County,Calhoun County,2013,June,0,0,4500,4270,230,5.1,
19,County,Calhoun County,2013,July,0,0,4460,4240,220,5,
19,County,Calhoun County,2013,August,0,0,4380,4150,220,5.1,
19,County,Calhoun County,2013,September,0,0,4440,4230,220,4.8,
19,County,Calhoun County,2013,October,0,0,4400,4210,200,4.4,
19,County,Calhoun County,2013,November,0,0,4370,4190,180,4.1,
19,County,Calhoun County,2013,December,0,0,4290,4080,210,4.8,
19,County,Calhoun County,2014,January,0,0,4320,4050,270,6.2,
19,County,Calhoun County,2014,February,0,0,4260,4010,250,5.8,
19,County,Calhoun County,2014,March,0,0,4260,4020,240,5.7,
19,County,Calhoun County,2014,April,0,0,4360,4150,210,4.8,
19,County,Calhoun County,2014,May,0,0,4390,4200,190,4.4,
19,County,Calhoun County,2014,June,0,0,4590,4370,220,4.8,
19,County,Calhoun County,2014,July,0,0,4390,4180,210,4.8,
19,County,Calhoun County,2014,August,0,0,4420,4210,210,4.7,
19,County,Calhoun County,2014,September,0,0,4560,4360,200,4.4,
19,County,Calhoun County,2014,October,0,0,4620,4440,180,3.9,
19,County,Calhoun County,2014,November,0,0,4560,4380,180,3.9,
19,County,Calhoun County,2014,December,0,0,4400,4200,200,4.5,
19,County,Calhoun County,2015,January,0,0,4410,4170,240,5.4,
19,County,Calhoun County,2015,February,0,0,4400,4180,220,5,
19,County,Calhoun County,2015,March,0,0,4400,4190,210,4.8,
19,County,Calhoun County,2015,April,0,0,4460,4260,200,4.4,
19,County,Calhoun County,2015,May,0,0,4510,4300,200,4.5,
19,County,Calhoun County,2015,June,0,0,4570,4380,190,4.1,
19,County,Calhoun County,2015,July,0,0,4480,4290,180,4.1,
19,County,Calhoun County,2015,August,0,0,4430,4240,190,4.3,
19,County,Calhoun County,2015,September,0,0,4460,4280,170,3.9,
19,County,Calhoun County,2015,October,0,0,4510,4340,160,3.6,
19,County,Calhoun County,2015,November,0,0,4410,4240,170,3.8,
19,County,Calhoun County,2015,December,0,0,4360,4190,180,4.1,
19,County,Calhoun County,2016,January,0,0,4390,4180,210,4.8,
19,County,Calhoun County,2016,February,0,0,4390,4210,190,4.2,
19,County,Calhoun County,2016,March,0,0,4440,4250,190,4.3,
19,County,Calhoun County,2016,April,0,0,4540,4350,180,4,
19,County,Calhoun County,2016,May,0,0,4590,4420,170,3.7,
19,County,Calhoun County,2016,June,0,0,4660,4480,180,3.9,
19,County,Calhoun County,2016,July,0,0,4630,4460,180,3.8,
19,County,Calhoun County,2016,August,0,0,4640,4460,180,3.9,
19,County,Calhoun County,2016,September,0,0,4590,4430,160,3.5,
19,County,Calhoun County,2016,October,0,0,4560,4410,150,3.2,
19,County,Calhoun County,2016,November,0,0,4410,4280,130,2.8,
19,County,Calhoun County,2016,December,0,0,4270,4140,140,3.2,
19,County,Calhoun County,2017,January,0,0,4180,4020,160,3.9,
19,County,Calhoun County,2017,February,0,0,4190,4030,160,3.8,
19,County,Calhoun County,2017,March,0,0,4200,4060,150,3.5,
19,County,Calhoun County,2017,April,0,0,4300,4180,130,2.9,
19,County,Calhoun County,2017,May,0,0,4340,4210,130,3,
19,County,Calhoun County,2017,June,0,0,4410,4280,130,3,
19,County,Calhoun County,2017,July,0,0,4370,4240,140,3.1,
19,County,Calhoun County,2017,August,0,0,4300,4170,130,3.1,
19,County,Calhoun County,2017,September,0,0,4280,4160,130,3,
19,County,Calhoun County,2017,October,0,0,4290,4180,110,2.5,
19,County,Calhoun County,2017,November,0,0,4190,4090,100,2.4,
19,County,Calhoun County,2017,December,0,0,4180,4070,110,2.6,
19,County,Calhoun County,2018,January,0,0,4180,4040,140,3.3,
19,County,Calhoun County,2018,February,0,0,4210,4070,140,3.3,
19,County,Calhoun County,2018,March,0,0,4170,4060,120,2.8,
19,County,Calhoun County,2018,April,0,0,4230,4130,100,2.4,
19,County,Calhoun County,2018,May,0,0,4360,4260,110,2.4,
19,County,Calhoun County,2018,June,0,0,4420,4290,120,2.8,
19,County,Calhoun County,2018,July,0,0,4350,4230,120,2.7,
19,County,Calhoun County,2018,August,0,0,4230,4120,110,2.6,
19,County,Calhoun County,2018,September,0,0,4310,4200,100,2.4,
19,County,Calhoun County,2018,October,0,0,4290,4200,90,2.1,
19,County,Calhoun County,2018,November,0,0,4320,4240,80,1.9,
19,County,Calhoun County,2018,December,0,0,4340,4230,110,2.5,
19,County,Calhoun County,2019,January,0,0,4290,4140,150,3.4,
19,County,Calhoun County,2019,February,0,0,4320,4190,130,3,
19,County,Calhoun County,2019,March,0,0,4230,4100,140,3.2,
19,County,Calhoun County,2019,April,0,0,4230,4130,110,2.5,
19,County,Calhoun County,2019,May,0,0,4370,4260,110,2.5,
19,County,Calhoun County,2019,June,0,0,4410,4300,110,2.6,
19,County,Calhoun County,2019,July,0,0,4280,4170,110,2.6,
19,County,Calhoun County,2019,August,0,0,4260,4160,100,2.3,
19,County,Calhoun County,2019,September,0,0,4300,4220,90,2,
19,County,Calhoun County,2019,October,0,0,4330,4250,80,1.9,
19,County,Calhoun County,2019,November,0,0,4360,4270,90,2,
19,County,Calhoun County,2019,December,0,0,4380,4270,120,2.6,
19,County,Calhoun County,2020,January,0,0,4310,4170,140,3.3,
19,County,Calhoun County,2020,February,0,0,4290,4180,120,2.7,
19,County,Calhoun County,2020,March,0,0,4220,4090,130,3.1,
19,County,Calhoun County,2020,April,0,0,4150,3830,320,7.8,
19,County,Calhoun County,2020,May,0,1,4130,3830,300,7.3,
19,County,Carroll County,2000,January,0,0,11630,11330,310,2.6,
19,County,Carroll County,2000,February,0,0,11650,11350,300,2.6,
19,County,Carroll County,2000,March,0,0,11680,11380,300,2.5,
19,County,Carroll County,2000,April,0,0,11620,11370,250,2.1,
19,County,Carroll County,2000,May,0,0,11710,11470,250,2.1,
19,County,Carroll County,2000,June,0,0,11960,11700,260,2.2,
19,County,Carroll County,2000,July,0,0,12910,12660,240,1.9,
19,County,Carroll County,2000,August,0,0,12610,12340,270,2.1,
19,County,Carroll County,2000,September,0,0,11870,11630,240,2,
19,County,Carroll County,2000,October,0,0,11940,11700,250,2.1,
19,County,Carroll County,2000,November,0,0,11820,11560,260,2.2,
19,County,Carroll County,2000,December,0,0,11800,11520,280,2.4,
19,County,Carroll County,2001,January,0,0,11900,11530,370,3.1,
19,County,Carroll County,2001,February,0,0,12040,11710,330,2.8,
19,County,Carroll County,2001,March,0,0,12030,11690,340,2.8,
19,County,Carroll County,2001,April,0,0,12010,11730,280,2.3,
19,County,Carroll County,2001,May,0,0,12080,11840,240,2,
19,County,Carroll County,2001,June,0,0,12350,12070,280,2.3,
19,County,Carroll County,2001,July,0,0,13030,12720,310,2.4,
19,County,Carroll County,2001,August,0,0,13250,12900,360,2.7,
19,County,Carroll County,2001,September,0,0,12230,11930,310,2.5,
19,County,Carroll County,2001,October,0,0,12400,12130,280,2.2,
19,County,Carroll County,2001,November,0,0,12250,11930,320,2.6,
19,County,Carroll County,2001,December,0,0,12120,11770,340,2.8,
19,County,Carroll County,2002,January,0,0,12150,11750,400,3.3,
19,County,Carroll County,2002,February,0,0,12150,11760,400,3.3,
19,County,Carroll County,2002,March,0,0,12080,11650,430,3.6,
19,County,Carroll County,2002,April,0,0,12110,11710,400,3.3,
19,County,Carroll County,2002,May,0,0,11970,11620,340,2.9,
19,County,Carroll County,2002,June,0,0,12300,11910,400,3.2,
19,County,Carroll County,2002,July,0,0,13160,12790,370,2.8,
19,County,Carroll County,2002,August,0,0,13120,12770,350,2.7,
19,County,Carroll County,2002,September,0,0,12280,11960,310,2.5,
19,County,Carroll County,2002,October,0,0,12340,12050,290,2.3,
19,County,Carroll County,2002,November,0,0,11900,11600,300,2.5,
19,County,Carroll County,2002,December,0,0,11880,11580,300,2.5,
19,County,Carroll County,2003,January,0,0,11920,11520,390,3.3,
19,County,Carroll County,2003,February,0,0,11850,11470,380,3.2,
19,County,Carroll County,2003,March,0,0,11920,11520,390,3.3,
19,County,Carroll County,2003,April,0,0,12020,11670,360,3,
19,County,Carroll County,2003,May,0,0,12010,11680,320,2.7,
19,County,Carroll County,2003,June,0,0,12400,12020,380,3.1,
19,County,Carroll County,2003,July,0,0,12970,12610,360,2.8,
19,County,Carroll County,2003,August,0,0,13120,12760,370,2.8,
19,County,Carroll County,2003,September,0,0,12290,11970,330,2.7,
19,County,Carroll County,2003,October,0,0,12250,11970,280,2.3,
19,County,Carroll County,2003,November,0,0,12110,11790,310,2.6,
19,County,Carroll County,2003,December,0,0,11930,11600,320,2.7,
19,County,Carroll County,2004,January,0,0,11960,11600,360,3,
19,County,Carroll County,2004,February,0,0,12010,11650,360,3,
19,County,Carroll County,2004,March,0,0,12020,11640,390,3.2,
19,County,Carroll County,2004,April,0,0,12090,11750,340,2.8,
19,County,Carroll County,2004,May,0,0,12060,11710,350,2.9,
19,County,Carroll County,2004,June,0,0,12430,12010,430,3.4,
19,County,Carroll County,2004,July,0,0,13010,12640,370,2.8,
19,County,Carroll County,2004,August,0,0,12900,12520,380,2.9,
19,County,Carroll County,2004,September,0,0,12260,11910,350,2.9,
19,County,Carroll County,2004,October,0,0,12260,11940,310,2.6,
19,County,Carroll County,2004,November,0,0,12040,11720,330,2.7,
19,County,Carroll County,2004,December,0,0,11970,11640,330,2.8,
19,County,Carroll County,2005,January,0,0,12120,11700,420,3.5,
19,County,Carroll County,2005,February,0,0,12090,11700,390,3.2,
19,County,Carroll County,2005,March,0,0,12050,11670,390,3.2,
19,County,Carroll County,2005,April,0,0,12170,11840,340,2.8,
19,County,Carroll County,2005,May,0,0,12230,11910,320,2.6,
19,County,Carroll County,2005,June,0,0,12610,12220,390,3.1,
19,County,Carroll County,2005,July,0,0,12760,12390,360,2.8,
19,County,Carroll County,2005,August,0,0,12470,12110,360,2.9,
19,County,Carroll County,2005,September,0,0,12150,11790,360,3,
19,County,Carroll County,2005,October,0,0,12240,11900,340,2.8,
19,County,Carroll County,2005,November,0,0,12180,11820,360,3,
19,County,Carroll County,2005,December,0,0,12160,11790,380,3.1,
19,County,Carroll County,2006,January,0,0,12180,11810,380,3.1,
19,County,Carroll County,2006,February,0,0,12160,11800,370,3,
19,County,Carroll County,2006,March,0,0,12270,11930,340,2.8,
19,County,Carroll County,2006,April,0,0,12460,12160,300,2.4,
19,County,Carroll County,2006,May,0,0,12500,12200,300,2.4,
19,County,Carroll County,2006,June,0,0,12810,12460,350,2.7,
19,County,Carroll County,2006,July,0,0,12840,12530,320,2.5,
19,County,Carroll County,2006,August,0,0,12620,12300,320,2.6,
19,County,Carroll County,2006,September,0,0,12380,12070,300,2.5,
19,County,Carroll County,2006,October,0,0,12370,12090,290,2.3,
19,County,Carroll County,2006,November,0,0,12280,11960,320,2.6,
19,County,Carroll County,2006,December,0,0,12200,11890,310,2.6,
19,County,Carroll County,2007,January,0,0,12130,11770,360,2.9,
19,County,Carroll County,2007,February,0,0,12000,11630,370,3.1,
19,County,Carroll County,2007,March,0,0,12090,11750,350,2.9,
19,County,Carroll County,2007,April,0,0,12100,11770,330,2.7,
19,County,Carroll County,2007,May,0,0,12190,11890,300,2.5,
19,County,Carroll County,2007,June,0,0,12510,12170,340,2.7,
19,County,Carroll County,2007,July,0,0,12580,12270,310,2.5,
19,County,Carroll County,2007,August,0,0,12320,12000,320,2.6,
19,County,Carroll County,2007,September,0,0,12230,11910,320,2.6,
19,County,Carroll County,2007,October,0,0,12320,12050,280,2.3,
19,County,Carroll County,2007,November,0,0,12210,11940,270,2.2,
19,County,Carroll County,2007,December,0,0,12190,11870,310,2.6,
19,County,Carroll County,2008,January,0,0,12280,11930,350,2.9,
19,County,Carroll County,2008,February,0,0,12090,11720,370,3,
19,County,Carroll County,2008,March,0,0,12250,11890,360,2.9,
19,County,Carroll County,2008,April,0,0,12310,11980,340,2.7,
19,County,Carroll County,2008,May,0,0,12360,12040,320,2.6,
19,County,Carroll County,2008,June,0,0,12670,12280,390,3.1,
19,County,Carroll County,2008,July,0,0,12710,12350,370,2.9,
19,County,Carroll County,2008,August,0,0,12490,12100,390,3.1,
19,County,Carroll County,2008,September,0,0,12110,11770,340,2.8,
19,County,Carroll County,2008,October,0,0,12410,12100,310,2.5,
19,County,Carroll County,2008,November,0,0,12250,11930,320,2.6,
19,County,Carroll County,2008,December,0,0,12250,11840,410,3.3,
19,County,Carroll County,2009,January,0,0,12210,11680,520,4.3,
19,County,Carroll County,2009,February,0,0,12210,11640,570,4.7,
19,County,Carroll County,2009,March,0,0,12350,11770,590,4.7,
19,County,Carroll County,2009,April,0,0,12400,11880,520,4.2,
19,County,Carroll County,2009,May,0,0,12370,11850,520,4.2,
19,County,Carroll County,2009,June,0,0,12780,12200,580,4.6,
19,County,Carroll County,2009,July,0,0,12900,12360,540,4.2,
19,County,Carroll County,2009,August,0,0,12680,12140,540,4.3,
19,County,Carroll County,2009,September,0,0,12170,11690,480,3.9,
19,County,Carroll County,2009,October,0,0,12270,11830,440,3.6,
19,County,Carroll County,2009,November,0,0,12150,11700,450,3.7,
19,County,Carroll County,2009,December,0,0,12150,11640,510,4.2,
19,County,Carroll County,2010,January,0,0,11560,11000,560,4.8,
19,County,Carroll County,2010,February,0,0,11610,11040,570,4.9,
19,County,Carroll County,2010,March,0,0,11620,11060,560,4.8,
19,County,Carroll County,2010,April,0,0,11700,11190,520,4.4,
19,County,Carroll County,2010,May,0,0,11650,11170,480,4.1,
19,County,Carroll County,2010,June,0,0,11910,11380,520,4.4,
19,County,Carroll County,2010,July,0,0,12130,11620,510,4.2,
19,County,Carroll County,2010,August,0,0,11880,11380,500,4.2,
19,County,Carroll County,2010,September,0,0,11700,11230,470,4,
19,County,Carroll County,2010,October,0,0,11720,11270,450,3.8,
19,County,Carroll County,2010,November,0,0,11550,11100,450,3.9,
19,County,Carroll County,2010,December,0,0,11520,11050,480,4.1,
19,County,Carroll County,2011,January,0,0,11610,11100,510,4.4,
19,County,Carroll County,2011,February,0,0,11530,11020,520,4.5,
19,County,Carroll County,2011,March,0,0,11690,11140,550,4.7,
19,County,Carroll County,2011,April,0,0,11570,11150,420,3.6,
19,County,Carroll County,2011,May,0,0,11560,11150,410,3.6,
19,County,Carroll County,2011,June,0,0,11840,11360,480,4,
19,County,Carroll County,2011,July,0,0,11970,11510,460,3.8,
19,County,Carroll County,2011,August,0,0,11710,11240,470,4,
19,County,Carroll County,2011,September,0,0,11490,11020,470,4.1,
19,County,Carroll County,2011,October,0,0,11600,11150,450,3.8,
19,County,Carroll County,2011,November,0,0,11390,10970,420,3.7,
19,County,Carroll County,2011,December,0,0,11350,10880,470,4.1,
19,County,Carroll County,2012,January,0,0,11370,10850,520,4.6,
19,County,Carroll County,2012,February,0,0,11220,10730,480,4.3,
19,County,Carroll County,2012,March,0,0,11230,10770,460,4.1,
19,County,Carroll County,2012,April,0,0,11200,10790,410,3.6,
19,County,Carroll County,2012,May,0,0,11260,10850,410,3.6,
19,County,Carroll County,2012,June,0,0,11550,11110,440,3.8,
19,County,Carroll County,2012,July,0,0,11700,11270,430,3.7,
19,County,Carroll County,2012,August,0,0,11410,10990,430,3.7,
19,County,Carroll County,2012,September,0,0,11390,11010,380,3.3,
19,County,Carroll County,2012,October,0,0,11350,10960,390,3.4,
19,County,Carroll County,2012,November,0,0,11210,10840,360,3.2,
19,County,Carroll County,2012,December,0,0,11120,10740,390,3.5,
19,County,Carroll County,2013,January,0,0,11030,10590,450,4,
19,County,Carroll County,2013,February,0,0,10970,10540,430,3.9,
19,County,Carroll County,2013,March,0,0,10940,10540,400,3.6,
19,County,Carroll County,2013,April,0,0,11140,10770,370,3.3,
19,County,Carroll County,2013,May,0,0,11190,10820,370,3.3,
19,County,Carroll County,2013,June,0,0,11550,11130,420,3.6,
19,County,Carroll County,2013,July,0,0,11720,11330,400,3.4,
19,County,Carroll County,2013,August,0,0,11560,11170,390,3.4,
19,County,Carroll County,2013,September,0,0,11380,11040,340,3,
19,County,Carroll County,2013,October,0,0,11360,11030,330,2.9,
19,County,Carroll County,2013,November,0,0,11200,10880,320,2.9,
19,County,Carroll County,2013,December,0,0,11200,10870,340,3,
19,County,Carroll County,2014,January,0,0,11160,10760,410,3.6,
19,County,Carroll County,2014,February,0,0,11040,10630,410,3.7,
19,County,Carroll County,2014,March,0,0,11090,10690,400,3.6,
19,County,Carroll County,2014,April,0,0,11060,10730,330,2.9,
19,County,Carroll County,2014,May,0,0,11110,10770,340,3,
19,County,Carroll County,2014,June,0,0,11450,11080,370,3.2,
19,County,Carroll County,2014,July,0,0,11660,11300,360,3.1,
19,County,Carroll County,2014,August,0,0,11510,11140,370,3.2,
19,County,Carroll County,2014,September,0,0,11350,11010,340,3,
19,County,Carroll County,2014,October,0,0,11330,11010,320,2.8,
19,County,Carroll County,2014,November,0,0,11160,10870,290,2.6,
19,County,Carroll County,2014,December,0,0,11020,10690,320,2.9,
19,County,Carroll County,2015,January,0,0,11130,10770,360,3.3,
19,County,Carroll County,2015,February,0,0,11050,10710,350,3.1,
19,County,Carroll County,2015,March,0,0,11090,10780,310,2.8,
19,County,Carroll County,2015,April,0,0,11100,10820,280,2.6,
19,County,Carroll County,2015,May,0,0,11180,10880,300,2.7,
19,County,Carroll County,2015,June,0,0,11490,11180,320,2.7,
19,County,Carroll County,2015,July,0,0,11750,11450,300,2.5,
19,County,Carroll County,2015,August,0,0,11580,11290,290,2.5,
19,County,Carroll County,2015,September,0,0,11310,11040,270,2.4,
19,County,Carroll County,2015,October,0,0,11390,11130,260,2.3,
19,County,Carroll County,2015,November,0,0,11190,10950,240,2.1,
19,County,Carroll County,2015,December,0,0,11180,10900,280,2.5,
19,County,Carroll County,2016,January,0,0,11120,10800,330,2.9,
19,County,Carroll County,2016,February,0,0,11180,10860,320,2.9,
19,County,Carroll County,2016,March,0,0,11240,10940,300,2.6,
19,County,Carroll County,2016,April,0,0,11220,10950,280,2.5,
19,County,Carroll County,2016,May,0,0,11320,11040,280,2.5,
19,County,Carroll County,2016,June,0,0,11670,11340,330,2.8,
19,County,Carroll County,2016,July,0,0,11780,11470,310,2.6,
19,County,Carroll County,2016,August,0,0,11550,11250,300,2.6,
19,County,Carroll County,2016,September,0,0,11190,10900,290,2.6,
19,County,Carroll County,2016,October,0,0,11030,10770,260,2.4,
19,County,Carroll County,2016,November,0,0,10820,10600,230,2.1,
19,County,Carroll County,2016,December,0,0,10830,10590,250,2.3,
19,County,Carroll County,2017,January,0,0,10800,10490,310,2.9,
19,County,Carroll County,2017,February,0,0,10890,10600,290,2.7,
19,County,Carroll County,2017,March,0,0,10870,10610,260,2.4,
19,County,Carroll County,2017,April,0,0,10870,10640,230,2.1,
19,County,Carroll County,2017,May,0,0,11000,10770,240,2.2,
19,County,Carroll County,2017,June,0,0,11270,11000,270,2.4,
19,County,Carroll County,2017,July,0,0,11500,11220,280,2.4,
19,County,Carroll County,2017,August,0,0,11170,10890,280,2.5,
19,County,Carroll County,2017,September,0,0,10880,10640,250,2.3,
19,County,Carroll County,2017,October,0,0,10910,10710,200,1.9,
19,County,Carroll County,2017,November,0,0,10730,10520,210,1.9,
19,County,Carroll County,2017,December,0,0,10790,10570,220,2,
19,County,Carroll County,2018,January,0,0,10640,10370,270,2.6,
19,County,Carroll County,2018,February,0,0,10620,10390,240,2.2,
19,County,Carroll County,2018,March,0,0,10570,10360,220,2,
19,County,Carroll County,2018,April,0,0,10590,10390,200,1.9,
19,County,Carroll County,2018,May,0,0,10770,10580,190,1.7,
19,County,Carroll County,2018,June,0,0,11080,10840,230,2.1,
19,County,Carroll County,2018,July,0,0,11230,11010,220,2,
19,County,Carroll County,2018,August,0,0,10900,10690,210,1.9,
19,County,Carroll County,2018,September,0,0,10860,10670,190,1.7,
19,County,Carroll County,2018,October,0,0,10830,10660,170,1.6,
19,County,Carroll County,2018,November,0,0,10840,10680,160,1.5,
19,County,Carroll County,2018,December,0,0,10890,10690,200,1.8,
19,County,Carroll County,2019,January,0,0,10900,10650,240,2.2,
19,County,Carroll County,2019,February,0,0,10920,10700,220,2,
19,County,Carroll County,2019,March,0,0,10820,10580,240,2.2,
19,County,Carroll County,2019,April,0,0,10820,10640,180,1.7,
19,County,Carroll County,2019,May,0,0,11010,10810,210,1.9,
19,County,Carroll County,2019,June,0,0,11300,11060,230,2.1,
19,County,Carroll County,2019,July,0,0,11410,11170,240,2.1,
19,County,Carroll County,2019,August,0,0,11260,11040,220,1.9,
19,County,Carroll County,2019,September,0,0,11130,10930,200,1.8,
19,County,Carroll County,2019,October,0,0,11190,11000,190,1.7,
19,County,Carroll County,2019,November,0,0,11220,11020,200,1.8,
19,County,Carroll County,2019,December,0,0,11290,11070,220,1.9,
19,County,Carroll County,2020,January,0,0,11130,10880,260,2.3,
19,County,Carroll County,2020,February,0,0,11040,10820,220,2,
19,County,Carroll County,2020,March,0,0,10820,10570,260,2.4,
19,County,Carroll County,2020,April,0,0,10830,9880,950,8.8,
19,County,Carroll County,2020,May,0,1,10770,9920,850,7.9,
19,County,Cass County,2000,January,0,0,7850,7520,330,4.2,
19,County,Cass County,2000,February,0,0,7850,7540,310,4,
19,County,Cass County,2000,March,0,0,7830,7550,280,3.6,
19,County,Cass County,2000,April,0,0,7870,7650,220,2.7,
19,County,Cass County,2000,May,0,0,7850,7570,280,3.5,
19,County,Cass County,2000,June,0,0,8010,7720,290,3.6,
19,County,Cass County,2000,July,0,0,8200,7960,250,3,
19,County,Cass County,2000,August,0,0,8020,7760,260,3.2,
19,County,Cass County,2000,September,0,0,7820,7580,240,3.1,
19,County,Cass County,2000,October,0,0,7750,7510,240,3.1,
19,County,Cass County,2000,November,0,0,7740,7430,310,4,
19,County,Cass County,2000,December,0,0,7670,7300,370,4.8,
19,County,Cass County,2001,January,0,0,7720,7310,410,5.2,
19,County,Cass County,2001,February,0,0,7840,7410,430,5.5,
19,County,Cass County,2001,March,0,0,7820,7360,460,5.8,
19,County,Cass County,2001,April,0,0,7850,7490,370,4.7,
19,County,Cass County,2001,May,0,0,7870,7610,260,3.3,
19,County,Cass County,2001,June,0,0,7920,7640,270,3.5,
19,County,Cass County,2001,July,0,0,8110,7850,250,3.1,
19,County,Cass County,2001,August,0,0,8060,7810,250,3,
19,County,Cass County,2001,September,0,0,7910,7690,220,2.8,
19,County,Cass County,2001,October,0,0,7980,7750,230,2.8,
19,County,Cass County,2001,November,0,0,7850,7600,250,3.2,
19,County,Cass County,2001,December,0,0,7830,7480,350,4.5,
19,County,Cass County,2002,January,0,0,7880,7420,470,5.9,
19,County,Cass County,2002,February,0,0,7810,7370,440,5.7,
19,County,Cass County,2002,March,0,0,7720,7270,450,5.8,
19,County,Cass County,2002,April,0,0,7700,7290,420,5.4,
19,County,Cass County,2002,May,0,0,7530,7230,300,4,
19,County,Cass County,2002,June,0,0,7750,7420,330,4.2,
19,County,Cass County,2002,July,0,0,8000,7720,280,3.5,
19,County,Cass County,2002,August,0,0,7820,7530,300,3.8,
19,County,Cass County,2002,September,0,0,7750,7470,280,3.6,
19,County,Cass County,2002,October,0,0,7720,7450,270,3.4,
19,County,Cass County,2002,November,0,0,7540,7240,290,3.9,
19,County,Cass County,2002,December,0,0,7550,7180,370,5,
19,County,Cass County,2003,January,0,0,7590,7100,490,6.4,
19,County,Cass County,2003,February,0,0,7550,7080,470,6.2,
19,County,Cass County,2003,March,0,0,7580,7110,460,6.1,
19,County,Cass County,2003,April,0,0,7540,7130,410,5.4,
19,County,Cass County,2003,May,0,0,7550,7210,350,4.6,
19,County,Cass County,2003,June,0,0,7660,7290,370,4.8,
19,County,Cass County,2003,July,0,0,7650,7320,340,4.4,
19,County,Cass County,2003,August,0,0,7570,7230,340,4.5,
