IDWD Research and Analysis,,,,,,,,,
,,,,,,,,,
Local Area Unemployment Statistics,,,,,,,,,
,,,,,,,,,
Geography,State Fips,County Fips,Year,Month,Month Code,Labor Force,Employed,Unemployed,Rate
"Pike County, IN",18,125,2020,March,3,"5,898","5,700",198,3.4
"Pike County, IN",18,125,2020,April,4,"5,686","4,836",850,14.9
"Pike County, IN",18,125,2020,May,5,"6,041","5,453",588,9.7
"Pike County, IN",18,125,2020,June,6,"6,203","5,637",566,9.1
"Porter County, IN",18,127,2020,January,1,"87,134","83,349","3,785",4.3
"Porter County, IN",18,127,2020,February,2,"87,518","83,920","3,598",4.1
"Porter County, IN",18,127,2020,March,3,"84,555","81,253","3,302",3.9
"Porter County, IN",18,127,2020,April,4,"84,271","69,192","15,079",17.9
"Porter County, IN",18,127,2020,May,5,"87,695","75,783","11,912",13.6
"Porter County, IN",18,127,2020,June,6,"89,845","77,833","12,012",13.4
"Posey County, IN",18,129,2020,January,1,"13,546","13,134",412,3
"Posey County, IN",18,129,2020,February,2,"13,592","13,213",379,2.8
"Posey County, IN",18,129,2020,March,3,"13,042","12,705",337,2.6
"Posey County, IN",18,129,2020,April,4,"12,693","11,256","1,437",11.3
"Posey County, IN",18,129,2020,May,5,"13,414","12,415",999,7.4
"Posey County, IN",18,129,2020,June,6,"13,779","12,743","1,036",7.5
"Pulaski County, IN",18,131,2020,January,1,"6,410","6,150",260,4.1
"Pulaski County, IN",18,131,2020,February,2,"6,396","6,152",244,3.8
"Pulaski County, IN",18,131,2020,March,3,"6,103","5,890",213,3.5
"Pulaski County, IN",18,131,2020,April,4,"5,985","5,037",948,15.8
"Pulaski County, IN",18,131,2020,May,5,"6,359","5,763",596,9.4
"Pulaski County, IN",18,131,2020,June,6,"6,721","6,020",701,10.4
"Putnam County, IN",18,133,2020,January,1,"16,834","16,206",628,3.7
"Putnam County, IN",18,133,2020,February,2,"16,807","16,233",574,3.4
"Putnam County, IN",18,133,2020,March,3,"16,214","15,683",531,3.3
"Putnam County, IN",18,133,2020,April,4,"15,620","13,399","2,221",14.2
"Putnam County, IN",18,133,2020,May,5,"16,626","14,744","1,882",11.3
"Putnam County, IN",18,133,2020,June,6,"17,077","15,367","1,710",10
"Randolph County, IN",18,135,2020,January,1,"10,917","10,427",490,4.5
"Randolph County, IN",18,135,2020,February,2,"10,987","10,523",464,4.2
"Randolph County, IN",18,135,2020,March,3,"10,693","10,278",415,3.9
"Randolph County, IN",18,135,2020,April,4,"10,702","8,838","1,864",17.4
"Randolph County, IN",18,135,2020,May,5,"11,193","9,949","1,244",11.1
"Randolph County, IN",18,135,2020,June,6,"11,284","10,181","1,103",9.8
"Ripley County, IN",18,137,2020,January,1,"14,163","13,636",527,3.7
"Ripley County, IN",18,137,2020,February,2,"14,207","13,680",527,3.7
"Ripley County, IN",18,137,2020,March,3,"13,866","13,416",450,3.2
"Ripley County, IN",18,137,2020,April,4,"13,736","11,266","2,470",18
"Ripley County, IN",18,137,2020,May,5,"14,292","12,645","1,647",11.5
"Ripley County, IN",18,137,2020,June,6,"14,521","13,070","1,451",10
"Rush County, IN",18,139,2020,January,1,"8,763","8,497",266,3
"Rush County, IN",18,139,2020,February,2,"8,751","8,510",241,2.8
"Rush County, IN",18,139,2020,March,3,"8,457","8,225",232,2.7
"Rush County, IN",18,139,2020,April,4,"8,673","7,072","1,601",18.5
"Rush County, IN",18,139,2020,May,5,"9,176","7,992","1,184",12.9
"Rush County, IN",18,139,2020,June,6,"9,122","8,225",897,9.8
"St. Joseph County, IN",18,141,2020,January,1,"135,921","130,498","5,423",4
"St. Joseph County, IN",18,141,2020,February,2,"137,099","132,156","4,943",3.6
"St. Joseph County, IN",18,141,2020,March,3,"132,105","127,395","4,710",3.6
"St. Joseph County, IN",18,141,2020,April,4,"129,593","103,114","26,479",20.4
"St. Joseph County, IN",18,141,2020,May,5,"130,872","113,711","17,161",13.1
"St. Joseph County, IN",18,141,2020,June,6,"135,569","117,388","18,181",13.4
"Scott County, IN",18,143,2020,January,1,"10,604","10,224",380,3.6
"Scott County, IN",18,143,2020,February,2,"10,624","10,280",344,3.2
"Scott County, IN",18,143,2020,March,3,"10,257","9,924",333,3.2
"Scott County, IN",18,143,2020,April,4,"10,450","7,944","2,506",24
"Scott County, IN",18,143,2020,May,5,"10,624","8,710","1,914",18
"Scott County, IN",18,143,2020,June,6,"10,707","9,335","1,372",12.8
"Shelby County, IN",18,145,2020,January,1,"23,272","22,523",749,3.2
"Shelby County, IN",18,145,2020,February,2,"23,264","22,579",685,2.9
"Shelby County, IN",18,145,2020,March,3,"22,531","21,828",703,3.1
"Shelby County, IN",18,145,2020,April,4,"23,102","18,629","4,473",19.4
"Shelby County, IN",18,145,2020,May,5,"23,914","20,457","3,457",14.5
"Shelby County, IN",18,145,2020,June,6,"24,298","21,309","2,989",12.3
"Spencer County, IN",18,147,2020,January,1,"10,169","9,772",397,3.9
"Spencer County, IN",18,147,2020,February,2,"10,255","9,839",416,4.1
"Spencer County, IN",18,147,2020,March,3,"10,122","9,802",320,3.2
"Spencer County, IN",18,147,2020,April,4,"10,150","8,828","1,322",13
"Spencer County, IN",18,147,2020,May,5,"11,115","10,217",898,8.1
"Spencer County, IN",18,147,2020,June,6,"11,586","10,682",904,7.8
"Starke County, IN",18,149,2020,January,1,"9,662","9,169",493,5.1
"Starke County, IN",18,149,2020,February,2,"9,655","9,186",469,4.9
"Starke County, IN",18,149,2020,March,3,"9,390","8,951",439,4.7
"Starke County, IN",18,149,2020,April,4,"9,500","7,653","1,847",19.4
"Starke County, IN",18,149,2020,May,5,"9,865","8,643","1,222",12.4
"Starke County, IN",18,149,2020,June,6,"10,303","9,003","1,300",12.6
"Steuben County, IN",18,151,2020,January,1,"20,826","20,221",605,2.9
"Steuben County, IN",18,151,2020,February,2,"20,945","20,418",527,2.5
"Steuben County, IN",18,151,2020,March,3,"20,016","19,533",483,2.4
"Steuben County, IN",18,151,2020,April,4,"20,527","16,508","4,019",19.6
"Steuben County, IN",18,151,2020,May,5,"20,784","18,355","2,429",11.7
"Steuben County, IN",18,151,2020,June,6,"21,257","19,353","1,904",9
"Sullivan County, IN",18,153,2020,January,1,"8,333","7,934",399,4.8
"Sullivan County, IN",18,153,2020,February,2,"8,410","8,007",403,4.8
"Sullivan County, IN",18,153,2020,March,3,"8,056","7,714",342,4.2
"Sullivan County, IN",18,153,2020,April,4,"7,691","6,490","1,201",15.6
"Sullivan County, IN",18,153,2020,May,5,"8,138","7,260",878,10.8
"Sullivan County, IN",18,153,2020,June,6,"8,233","7,385",848,10.3
"Switzerland County, IN",18,155,2020,January,1,"4,931","4,748",183,3.7
"Switzerland County, IN",18,155,2020,February,2,"4,919","4,742",177,3.6
"Switzerland County, IN",18,155,2020,March,3,"4,703","4,544",159,3.4
"Switzerland County, IN",18,155,2020,April,4,"4,751","3,841",910,19.2
"Switzerland County, IN",18,155,2020,May,5,"5,088","4,311",777,15.3
"Switzerland County, IN",18,155,2020,June,6,"5,298","4,496",802,15.1
"Tippecanoe County, IN",18,157,2020,January,1,"101,370","98,217","3,153",3.1
"Tippecanoe County, IN",18,157,2020,February,2,"104,764","101,833","2,931",2.8
"Tippecanoe County, IN",18,157,2020,March,3,"100,229","97,473","2,756",2.7
"Tippecanoe County, IN",18,157,2020,April,4,"88,927","77,733","11,194",12.6
"Tippecanoe County, IN",18,157,2020,May,5,"93,634","82,691","10,943",11.7
"Tippecanoe County, IN",18,157,2020,June,6,"94,194","84,840","9,354",9.9
"Tipton County, IN",18,159,2020,January,1,"9,069","8,802",267,2.9
"Tipton County, IN",18,159,2020,February,2,"9,079","8,822",257,2.8
"Tipton County, IN",18,159,2020,March,3,"8,823","8,588",235,2.7
"Tipton County, IN",18,159,2020,April,4,"8,986","7,254","1,732",19.3
"Tipton County, IN",18,159,2020,May,5,"9,435","8,291","1,144",12.1
"Tipton County, IN",18,159,2020,June,6,"9,376","8,468",908,9.7
"Union County, IN",18,161,2020,January,1,"3,540","3,413",127,3.6
"Union County, IN",18,161,2020,February,2,"3,530","3,414",116,3.3
"Union County, IN",18,161,2020,March,3,"3,374","3,270",104,3.1
"Union County, IN",18,161,2020,April,4,"3,245","2,730",515,15.9
"Union County, IN",18,161,2020,May,5,"3,380","3,067",313,9.3
"Union County, IN",18,161,2020,June,6,"3,491","3,195",296,8.5
"Vanderburgh County, IN",18,163,2020,January,1,"94,529","91,401","3,128",3.3
"Vanderburgh County, IN",18,163,2020,February,2,"95,187","92,264","2,923",3.1
"Vanderburgh County, IN",18,163,2020,March,3,"91,647","88,984","2,663",2.9
"Vanderburgh County, IN",18,163,2020,April,4,"93,185","78,573","14,612",15.7
"Vanderburgh County, IN",18,163,2020,May,5,"97,362","85,915","11,447",11.8
"Vanderburgh County, IN",18,163,2020,June,6,"98,764","87,906","10,858",11
"Vermillion County, IN",18,165,2020,January,1,"6,964","6,561",403,5.8
"Vermillion County, IN",18,165,2020,February,2,"6,994","6,610",384,5.5
"Vermillion County, IN",18,165,2020,March,3,"6,694","6,367",327,4.9
"Vermillion County, IN",18,165,2020,April,4,"6,439","5,353","1,086",16.9
"Vermillion County, IN",18,165,2020,May,5,"6,810","5,986",824,12.1
"Vermillion County, IN",18,165,2020,June,6,"6,834","6,111",723,10.6
"Vigo County, IN",18,167,2020,January,1,"48,161","45,958","2,203",4.6
"Vigo County, IN",18,167,2020,February,2,"48,495","46,441","2,054",4.2
"Vigo County, IN",18,167,2020,March,3,"46,683","44,880","1,803",3.9
"Vigo County, IN",18,167,2020,April,4,"45,255","37,494","7,761",17.1
"Vigo County, IN",18,167,2020,May,5,"47,205","41,531","5,674",12
"Vigo County, IN",18,167,2020,June,6,"48,094","42,319","5,775",12
"Wabash County, IN",18,169,2020,January,1,"14,820","14,296",524,3.5
"Wabash County, IN",18,169,2020,February,2,"15,103","14,613",490,3.2
"Wabash County, IN",18,169,2020,March,3,"14,486","14,046",440,3
"Wabash County, IN",18,169,2020,April,4,"14,273","11,911","2,362",16.5
"Wabash County, IN",18,169,2020,May,5,"14,910","13,401","1,509",10.1
"Wabash County, IN",18,169,2020,June,6,"14,920","13,493","1,427",9.6
"Warren County, IN",18,171,2020,January,1,"4,164","4,028",136,3.3
"Warren County, IN",18,171,2020,February,2,"4,197","4,072",125,3
"Warren County, IN",18,171,2020,March,3,"3,997","3,877",120,3
"Warren County, IN",18,171,2020,April,4,"3,733","3,250",483,12.9
"Warren County, IN",18,171,2020,May,5,"4,047","3,644",403,10
"Warren County, IN",18,171,2020,June,6,"4,071","3,732",339,8.3
"Warrick County, IN",18,173,2020,January,1,"33,074","32,015","1,059",3.2
"Warrick County, IN",18,173,2020,February,2,"33,238","32,265",973,2.9
"Warrick County, IN",18,173,2020,March,3,"31,944","31,101",843,2.6
"Warrick County, IN",18,173,2020,April,4,"31,583","27,457","4,126",13.1
"Warrick County, IN",18,173,2020,May,5,"33,092","30,060","3,032",9.2
"Warrick County, IN",18,173,2020,June,6,"33,621","30,838","2,783",8.3
"Washington County, IN",18,175,2020,January,1,"13,693","13,175",518,3.8
"Washington County, IN",18,175,2020,February,2,"13,678","13,173",505,3.7
"Washington County, IN",18,175,2020,March,3,"13,111","12,655",456,3.5
"Washington County, IN",18,175,2020,April,4,"12,637","10,253","2,384",18.9
"Washington County, IN",18,175,2020,May,5,"13,172","11,418","1,754",13.3
"Washington County, IN",18,175,2020,June,6,"13,717","12,256","1,461",10.7
"Wayne County, IN",18,177,2020,January,1,"30,578","29,403","1,175",3.8
"Wayne County, IN",18,177,2020,February,2,"30,943","29,844","1,099",3.6
"Wayne County, IN",18,177,2020,March,3,"30,076","29,025","1,051",3.5
"Wayne County, IN",18,177,2020,April,4,"28,758","24,514","4,244",14.8
"Wayne County, IN",18,177,2020,May,5,"30,577","27,450","3,127",10.2
"Wayne County, IN",18,177,2020,June,6,"31,419","28,176","3,243",10.3
"Wells County, IN",18,179,2020,January,1,"14,393","13,935",458,3.2
"Wells County, IN",18,179,2020,February,2,"14,440","14,012",428,3
"Wells County, IN",18,179,2020,March,3,"13,835","13,447",388,2.8
"Wells County, IN",18,179,2020,April,4,"13,685","11,456","2,229",16.3
"Wells County, IN",18,179,2020,May,5,"14,262","12,797","1,465",10.3
"Wells County, IN",18,179,2020,June,6,"14,268","13,064","1,204",8.4
"White County, IN",18,181,2020,January,1,"13,298","12,896",402,3
"White County, IN",18,181,2020,February,2,"13,434","13,059",375,2.8
"White County, IN",18,181,2020,March,3,"13,114","12,763",351,2.7
"White County, IN",18,181,2020,April,4,"12,203","10,763","1,440",11.8
"White County, IN",18,181,2020,May,5,"13,464","12,222","1,242",9.2
"White County, IN",18,181,2020,June,6,"13,901","12,754","1,147",8.3
"Whitley County, IN",18,183,2020,January,1,"17,750","17,193",557,3.1
"Whitley County, IN",18,183,2020,February,2,"17,852","17,331",521,2.9
"Whitley County, IN",18,183,2020,March,3,"17,145","16,665",480,2.8
"Whitley County, IN",18,183,2020,April,4,"17,087","14,150","2,937",17.2
"Whitley County, IN",18,183,2020,May,5,"17,668","15,716","1,952",11
"Whitley County, IN",18,183,2020,June,6,"17,579","16,006","1,573",8.9
Indiana,18,0,2020,January,1,"3,375,889","3,254,377","121,512",3.6
Indiana,18,0,2020,February,2,"3,393,079","3,279,070","114,009",3.4
Indiana,18,0,2020,March,3,"3,273,454","3,168,493","104,961",3.2
Indiana,18,0,2020,April,4,"3,220,384","2,672,473","547,911",17
Indiana,18,0,2020,May,5,"3,350,607","2,952,335","398,272",11.9
Indiana,18,0,2020,June,6,"3,433,664","3,049,729","383,935",11.2
"Anderson City, IN",18,1468,2020,January,1,"23,643","22,493","1,150",4.9
"Anderson City, IN",18,1468,2020,February,2,"23,653","22,562","1,091",4.6
"Anderson City, IN",18,1468,2020,March,3,"22,812","21,820",992,4.3
"Anderson City, IN",18,1468,2020,April,4,"23,505","18,613","4,892",20.8
"Anderson City, IN",18,1468,2020,May,5,"24,325","20,418","3,907",16.1
"Anderson City, IN",18,1468,2020,June,6,"25,090","21,253","3,837",15.3
"Auburn City, IN",18,2674,2020,January,1,"7,008","6,791",217,3.1
"Auburn City, IN",18,2674,2020,February,2,"7,013","6,822",191,2.7
"Auburn City, IN",18,2674,2020,March,3,"6,753","6,559",194,2.9
"Auburn City, IN",18,2674,2020,April,4,"7,260","5,541","1,719",23.7
"Auburn City, IN",18,2674,2020,May,5,"7,382","6,195","1,187",16.1
"Auburn City, IN",18,2674,2020,June,6,"7,207","6,399",808,11.2
"Bedford City, IN",18,4114,2020,January,1,"5,683","5,443",240,4.2
"Bedford City, IN",18,4114,2020,February,2,"5,693","5,484",209,3.7
"Bedford City, IN",18,4114,2020,March,3,"5,512","5,319",193,3.5
"Bedford City, IN",18,4114,2020,April,4,"5,645","4,499","1,146",20.3
"Bedford City, IN",18,4114,2020,May,5,"5,818","5,011",807,13.9
"Bedford City, IN",18,4114,2020,June,6,"5,823","5,137",686,11.8
"Beech Grove City, IN",18,4204,2020,January,1,"6,921","6,653",268,3.9
"Beech Grove City, IN",18,4204,2020,February,2,"6,941","6,679",262,3.8
"Beech Grove City, IN",18,4204,2020,March,3,"6,714","6,467",247,3.7
"Beech Grove City, IN",18,4204,2020,April,4,"6,654","5,505","1,149",17.3
"Beech Grove City, IN",18,4204,2020,May,5,"6,903","6,019",884,12.8
"Beech Grove City, IN",18,4204,2020,June,6,"7,234","6,264",970,13.4
"Bloomington City, IN",18,5860,2020,January,1,"39,133","37,677","1,456",3.7
"Bloomington City, IN",18,5860,2020,February,2,"39,644","38,272","1,372",3.5
"Bloomington City, IN",18,5860,2020,March,3,"37,761","36,495","1,266",3.4
"Bloomington City, IN",18,5860,2020,April,4,"35,744","32,247","3,497",9.8
"Bloomington City, IN",18,5860,2020,May,5,"38,660","35,517","3,143",8.1
"Bloomington City, IN",18,5860,2020,June,6,"38,725","34,984","3,741",9.7
"Brownsburg town, IN",18,8416,2020,January,1,"15,394","14,999",395,2.6
"Brownsburg town, IN",18,8416,2020,February,2,"15,420","15,066",354,2.3
"Brownsburg town, IN",18,8416,2020,March,3,"14,925","14,587",338,2.3
"Brownsburg town, IN",18,8416,2020,April,4,"13,927","12,424","1,503",10.8
"Brownsburg town, IN",18,8416,2020,May,5,"14,773","13,587","1,186",8
"Brownsburg town, IN",18,8416,2020,June,6,"15,437","14,123","1,314",8.5
"Carmel City, IN",18,10342,2020,January,1,"51,445","50,055","1,390",2.7
"Carmel City, IN",18,10342,2020,February,2,"51,495","50,243","1,252",2.4
"Carmel City, IN",18,10342,2020,March,3,"49,817","48,631","1,186",2.4
"Carmel City, IN",18,10342,2020,April,4,"45,449","41,427","4,022",8.8
"Carmel City, IN",18,10342,2020,May,5,"48,717","45,335","3,382",6.9
"Carmel City, IN",18,10342,2020,June,6,"51,055","47,177","3,878",7.6
"Chesterton town, IN",18,12412,2020,January,1,"7,062","6,742",320,4.5
"Chesterton town, IN",18,12412,2020,February,2,"7,059","6,788",271,3.8
"Chesterton town, IN",18,12412,2020,March,3,"6,817","6,573",244,3.6
"Chesterton town, IN",18,12412,2020,April,4,"6,765","5,597","1,168",17.3
"Chesterton town, IN",18,12412,2020,May,5,"7,014","6,130",884,12.6
"Chesterton town, IN",18,12412,2020,June,6,"7,271","6,296",975,13.4
"Clarksville town, IN",18,12934,2020,January,1,"11,411","11,002",409,3.6
"Clarksville town, IN",18,12934,2020,February,2,"11,441","11,059",382,3.3
"Clarksville town, IN",18,12934,2020,March,3,"11,042","10,680",362,3.3
"Clarksville town, IN",18,12934,2020,April,4,"10,663","8,541","2,122",19.9
"Clarksville town, IN",18,12934,2020,May,5,"10,935","9,355","1,580",14.4
"Clarksville town, IN",18,12934,2020,June,6,"11,633","10,036","1,597",13.7
"Columbus City, IN",18,14734,2020,January,1,"25,830","25,161",669,2.6
"Columbus City, IN",18,14734,2020,February,2,"25,873","25,257",616,2.4
"Columbus City, IN",18,14734,2020,March,3,"24,941","24,372",569,2.3
"Columbus City, IN",18,14734,2020,April,4,"25,274","20,982","4,292",17
"Columbus City, IN",18,14734,2020,May,5,"26,153","22,836","3,317",12.7
"Columbus City, IN",18,14734,2020,June,6,"26,228","23,343","2,885",11
"Connersville City, IN",18,14932,2020,January,1,"4,359","4,099",260,6
"Connersville City, IN",18,14932,2020,February,2,"4,328","4,100",228,5.3
"Connersville City, IN",18,14932,2020,March,3,"4,189","3,961",228,5.4
"Connersville City, IN",18,14932,2020,April,4,"4,675","3,309","1,366",29.2
"Connersville City, IN",18,14932,2020,May,5,"4,705","3,690","1,015",21.6
"Connersville City, IN",18,14932,2020,June,6,"4,672","3,791",881,18.9
"Crawfordsville City, IN",18,15742,2020,January,1,"7,244","6,985",259,3.6
"Crawfordsville City, IN",18,15742,2020,February,2,"7,241","7,006",235,3.2
"Crawfordsville City, IN",18,15742,2020,March,3,"7,056","6,834",222,3.1
"Crawfordsville City, IN",18,15742,2020,April,4,"6,668","5,760",908,13.6
"Crawfordsville City, IN",18,15742,2020,May,5,"7,227","6,444",783,10.8
"Crawfordsville City, IN",18,15742,2020,June,6,"7,429","6,623",806,10.8
"Crown Point City, IN",18,16138,2020,January,1,"15,602","14,901",701,4.5
"Crown Point City, IN",18,16138,2020,February,2,"15,674","15,009",665,4.2
"Crown Point City, IN",18,16138,2020,March,3,"15,177","14,536",641,4.2
"Crown Point City, IN",18,16138,2020,April,4,"15,634","12,375","3,259",20.8
"Crown Point City, IN",18,16138,2020,May,5,"15,987","13,545","2,442",15.3
"Crown Point City, IN",18,16138,2020,June,6,"16,203","13,903","2,300",14.2
"Dyer town, IN",18,19270,2020,January,1,"8,846","8,486",360,4.1
"Dyer town, IN",18,19270,2020,February,2,"8,904","8,548",356,4
"Dyer town, IN",18,19270,2020,March,3,"8,585","8,278",307,3.6
"Dyer town, IN",18,19270,2020,April,4,"8,382","7,048","1,334",15.9
"Dyer town, IN",18,19270,2020,May,5,"8,761","7,714","1,047",12
"Dyer town, IN",18,19270,2020,June,6,"8,919","7,918","1,001",11.2
"East Chicago City, IN",18,19486,2020,January,1,"9,932","9,221",711,7.2
"East Chicago City, IN",18,19486,2020,February,2,"9,950","9,288",662,6.7
"East Chicago City, IN",18,19486,2020,March,3,"9,667","8,995",672,7
"East Chicago City, IN",18,19486,2020,April,4,"9,790","7,658","2,132",21.8
"East Chicago City, IN",18,19486,2020,May,5,"10,312","8,382","1,930",18.7
"East Chicago City, IN",18,19486,2020,June,6,"10,880","8,604","2,276",20.9
"Elkhart City, IN",18,20728,2020,January,1,"26,087","25,133",954,3.7
"Elkhart City, IN",18,20728,2020,February,2,"26,267","25,351",916,3.5
"Elkhart City, IN",18,20728,2020,March,3,"25,284","24,449",835,3.3
"Elkhart City, IN",18,20728,2020,April,4,"27,400","18,851","8,549",31.2
"Elkhart City, IN",18,20728,2020,May,5,"26,058","22,126","3,932",15.1
"Elkhart City, IN",18,20728,2020,June,6,"26,542","22,761","3,781",14.2
"Evansville City, IN",18,22000,2020,January,1,"59,461","57,330","2,131",3.6
"Evansville City, IN",18,22000,2020,February,2,"59,838","57,871","1,967",3.3
"Evansville City, IN",18,22000,2020,March,3,"57,607","55,814","1,793",3.1
"Evansville City, IN",18,22000,2020,April,4,"59,775","49,284","10,491",17.6
"Evansville City, IN",18,22000,2020,May,5,"62,433","53,889","8,544",13.7
"Evansville City, IN",18,22000,2020,June,6,"63,285","55,138","8,147",12.9
"Fishers town, IN",18,23278,2020,January,1,"52,665","51,365","1,300",2.5
"Fishers town, IN",18,23278,2020,February,2,"52,712","51,557","1,155",2.2
"Fishers town, IN",18,23278,2020,March,3,"51,000","49,903","1,097",2.2
"Fishers town, IN",18,23278,2020,April,4,"46,983","42,511","4,472",9.5
"Fishers town, IN",18,23278,2020,May,5,"50,101","46,521","3,580",7.1
"Fishers town, IN",18,23278,2020,June,6,"52,312","48,411","3,901",7.5
"Fort Wayne City, IN",18,25000,2020,January,1,"129,394","124,765","4,629",3.6
"Fort Wayne City, IN",18,25000,2020,February,2,"130,366","125,786","4,580",3.5
"Fort Wayne City, IN",18,25000,2020,March,3,"125,122","121,083","4,039",3.2
"Fort Wayne City, IN",18,25000,2020,April,4,"129,158","102,553","26,605",20.6
"Fort Wayne City, IN",18,25000,2020,May,5,"133,409","113,500","19,909",14.9
"Fort Wayne City, IN",18,25000,2020,June,6,"133,346","115,713","17,633",13.2
"Frankfort City, IN",18,25324,2020,January,1,"8,033","7,795",238,3
"Frankfort City, IN",18,25324,2020,February,2,"8,080","7,871",209,2.6
"Frankfort City, IN",18,25324,2020,March,3,"7,871","7,676",195,2.5
"Frankfort City, IN",18,25324,2020,April,4,"7,407","6,433",974,13.1
"Frankfort City, IN",18,25324,2020,May,5,"8,088","7,170",918,11.4
"Frankfort City, IN",18,25324,2020,June,6,"8,316","7,455",861,10.4
"Franklin City, IN",18,25450,2020,January,1,"12,408","12,003",405,3.3
"Franklin City, IN",18,25450,2020,February,2,"12,429","12,046",383,3.1
"Franklin City, IN",18,25450,2020,March,3,"12,017","11,655",362,3
"Franklin City, IN",18,25450,2020,April,4,"11,905","9,936","1,969",16.5
"Franklin City, IN",18,25450,2020,May,5,"12,450","10,887","1,563",12.6
"Franklin City, IN",18,25450,2020,June,6,"12,741","11,326","1,415",11.1
"Gary City, IN",18,27000,2020,January,1,"26,547","24,752","1,795",6.8
"Gary City, IN",18,27000,2020,February,2,"26,671","24,932","1,739",6.5
"Gary City, IN",18,27000,2020,March,3,"25,761","24,146","1,615",6.3
"Gary City, IN",18,27000,2020,April,4,"26,741","20,557","6,184",23.1
"Gary City, IN",18,27000,2020,May,5,"28,134","22,501","5,633",20
"Gary City, IN",18,27000,2020,June,6,"29,559","23,095","6,464",21.9
"Goshen City, IN",18,28386,2020,January,1,"17,516","16,990",526,3
"Goshen City, IN",18,28386,2020,February,2,"17,591","17,138",453,2.6
"Goshen City, IN",18,28386,2020,March,3,"16,949","16,528",421,2.5
"Goshen City, IN",18,28386,2020,April,4,"18,402","12,744","5,658",30.7
"Goshen City, IN",18,28386,2020,May,5,"17,120","14,957","2,163",12.6
"Goshen City, IN",18,28386,2020,June,6,"17,448","15,387","2,061",11.8
"Greencastle City, IN",18,29358,2020,January,1,"4,674","4,497",177,3.8
"Greencastle City, IN",18,29358,2020,February,2,"4,665","4,504",161,3.5
"Greencastle City, IN",18,29358,2020,March,3,"4,500","4,352",148,3.3
"Greencastle City, IN",18,29358,2020,April,4,"4,422","3,718",704,15.9
"Greencastle City, IN",18,29358,2020,May,5,"4,717","4,091",626,13.3
"Greencastle City, IN",18,29358,2020,June,6,"4,797","4,264",533,11.1
"Greenfield City, IN",18,29520,2020,January,1,"11,280","10,923",357,3.2
"Greenfield City, IN",18,29520,2020,February,2,"11,282","10,953",329,2.9
"Greenfield City, IN",18,29520,2020,March,3,"10,908","10,592",316,2.9
"Greenfield City, IN",18,29520,2020,April,4,"10,938","9,034","1,904",17.4
"Greenfield City, IN",18,29520,2020,May,5,"11,326","9,912","1,414",12.5
"Greenfield City, IN",18,29520,2020,June,6,"11,521","10,324","1,197",10.4
"Greensburg City, IN",18,29718,2020,January,1,"6,425","6,233",192,3
"Greensburg City, IN",18,29718,2020,February,2,"6,419","6,238",181,2.8
"Greensburg City, IN",18,29718,2020,March,3,"6,381","6,215",166,2.6
"Greensburg City, IN",18,29718,2020,April,4,"7,487","5,281","2,206",29.5
"Greensburg City, IN",18,29718,2020,May,5,"7,450","5,923","1,527",20.5
"Greensburg City, IN",18,29718,2020,June,6,"7,099","6,130",969,13.6
"Greenwood City, IN",18,29898,2020,January,1,"31,113","30,188",925,3
"Greenwood City, IN",18,29898,2020,February,2,"31,124","30,297",827,2.7
"Greenwood City, IN",18,29898,2020,March,3,"30,073","29,314",759,2.5
"Greenwood City, IN",18,29898,2020,April,4,"29,239","24,991","4,248",14.5
"Greenwood City, IN",18,29898,2020,May,5,"30,696","27,383","3,313",10.8
"Greenwood City, IN",18,29898,2020,June,6,"31,830","28,487","3,343",10.5
"Griffith town, IN",18,30042,2020,January,1,"8,873","8,395",478,5.4
"Griffith town, IN",18,30042,2020,February,2,"8,891","8,456",435,4.9
"Griffith town, IN",18,30042,2020,March,3,"8,596","8,190",406,4.7
"Griffith town, IN",18,30042,2020,April,4,"8,711","6,972","1,739",20
"Griffith town, IN",18,30042,2020,May,5,"9,046","7,632","1,414",15.6
"Griffith town, IN",18,30042,2020,June,6,"9,165","7,833","1,332",14.5
"Hammond City, IN",18,31000,2020,January,1,"34,406","32,409","1,997",5.8
"Hammond City, IN",18,31000,2020,February,2,"34,618","32,645","1,973",5.7
"Hammond City, IN",18,31000,2020,March,3,"33,424","31,616","1,808",5.4
"Hammond City, IN",18,31000,2020,April,4,"33,194","26,916","6,278",18.9
"Hammond City, IN",18,31000,2020,May,5,"35,120","29,461","5,659",16.1
"Hammond City, IN",18,31000,2020,June,6,"36,149","30,239","5,910",16.3
"Highland town, IN",18,33466,2020,January,1,"12,544","11,930",614,4.9
"Highland town, IN",18,33466,2020,February,2,"12,626","12,017",609,4.8
"Highland town, IN",18,33466,2020,March,3,"12,178","11,638",540,4.4
"Highland town, IN",18,33466,2020,April,4,"12,346","9,908","2,438",19.7
"Highland town, IN",18,33466,2020,May,5,"12,786","10,845","1,941",15.2
"Highland town, IN",18,33466,2020,June,6,"12,940","11,132","1,808",14
"Hobart City, IN",18,34114,2020,January,1,"14,903","14,032",871,5.8
"Hobart City, IN",18,34114,2020,February,2,"15,009","14,134",875,5.8
"Hobart City, IN",18,34114,2020,March,3,"14,492","13,688",804,5.5
"Hobart City, IN",18,34114,2020,April,4,"15,561","11,653","3,908",25.1
"Hobart City, IN",18,34114,2020,May,5,"15,797","12,755","3,042",19.3
