Year,Period Type,Period,Period Name,Area Type,Area Name,Labor Force,Employed,Unemployed,Unemployment Rate,Last Period Unemp Rate,Last Year Unemp Rate,Last Period % Change,Last Year % Change
2019,Monthly,4,April,County,Manassas city,"22,020","21,539",481,2.2,2.8,2.5,-21.43,-12
2019,Monthly,4,April,County,Manassas Park city,"9,360","9,154",206,2.2,2.7,2.5,-18.52,-12
2019,Monthly,4,April,County,Martinsville city,"5,474","5,281",193,3.5,4.2,4.5,-16.67,-22.22
2019,Monthly,4,April,County,Newport News city,"88,840","86,119","2,721",3.1,3.7,3.3,-16.22,-6.06
2019,Monthly,4,April,County,Norfolk city,"111,681","108,251","3,430",3.1,3.6,3.3,-13.89,-6.06
2019,Monthly,4,April,County,Norton city,"1,663","1,616",47,2.8,3.9,3.5,-28.21,-20
2019,Monthly,4,April,County,Petersburg city,"12,988","12,346",642,4.9,5.8,6.1,-15.52,-19.67
2019,Monthly,4,April,County,Poquoson city,"6,367","6,231",136,2.1,2.7,2.4,-22.22,-12.5
2019,Monthly,4,April,County,Portsmouth city,"44,271","42,730","1,541",3.5,4.1,3.8,-14.63,-7.89
2019,Monthly,4,April,County,Radford city,"8,850","8,609",241,2.7,3.4,3.3,-20.59,-18.18
2019,Monthly,4,April,County,Richmond city,"118,232","114,840","3,392",2.9,3.5,3.3,-17.14,-12.12
2019,Monthly,4,April,County,Roanoke city,"49,324","48,027","1,297",2.6,3.2,3.1,-18.75,-16.13
2019,Monthly,4,April,County,Salem city,"13,027","12,721",306,2.3,2.9,2.7,-20.69,-14.81
2019,Monthly,4,April,County,Staunton city,"12,288","12,006",282,2.3,2.9,2.6,-20.69,-11.54
2019,Monthly,4,April,County,Suffolk city,"44,621","43,441","1,180",2.6,3.2,2.9,-18.75,-10.34
2019,Monthly,4,April,County,Virginia Beach city,"233,140","227,587","5,553",2.4,2.9,2.6,-17.24,-7.69
2019,Monthly,4,April,County,Waynesboro city,"10,750","10,479",271,2.5,3.2,3,-21.88,-16.67
2019,Monthly,4,April,County,Williamsburg city,"6,663","6,457",206,3.1,3.7,3.5,-16.22,-11.43
2019,Monthly,4,April,County,Winchester city,"14,693","14,328",365,2.5,3,2.7,-16.67,-7.41
2019,Monthly,5,May,County,Accomack County,"16,601","16,079",522,3.1,3.2,3.4,-3.13,-8.82
2019,Monthly,5,May,County,Albemarle County,"58,002","56,554","1,448",2.5,2.1,2.5,19.05,0
2019,Monthly,5,May,County,Alleghany County,"6,918","6,708",210,3,2.8,3.5,7.14,-14.29
2019,Monthly,5,May,County,Amelia County,"6,265","6,077",188,3,2.9,3.2,3.45,-6.25
2019,Monthly,5,May,County,Amherst County,"15,054","14,586",468,3.1,2.6,3.2,19.23,-3.13
2019,Monthly,5,May,County,Appomattox County,"7,151","6,917",234,3.3,2.8,3.7,17.86,-10.81
2019,Monthly,5,May,County,Arlington County,"155,416","152,528","2,888",1.9,1.7,2,11.76,-5
2019,Monthly,5,May,County,Augusta County,"37,583","36,678",905,2.4,2.1,2.7,14.29,-11.11
2019,Monthly,5,May,County,Bath County,"2,481","2,425",56,2.3,2,2.4,15,-4.17
2019,Monthly,5,May,County,Bedford County,"38,544","37,484","1,060",2.8,2.4,3,16.67,-6.67
2019,Monthly,5,May,County,Bland County,"2,871","2,804",67,2.3,2.2,3.2,4.55,-28.13
2019,Monthly,5,May,County,Botetourt County,"17,462","17,049",413,2.4,2.1,2.6,14.29,-7.69
2019,Monthly,5,May,County,Brunswick County,"6,029","5,766",263,4.4,4.2,4.6,4.76,-4.35
2019,Monthly,5,May,County,Buchanan County,"6,755","6,443",312,4.6,4.5,5.4,2.22,-14.81
2019,Monthly,5,May,County,Buckingham County,"6,482","6,225",257,4,3.5,4.2,14.29,-4.76
2019,Monthly,5,May,County,Campbell County,"26,061","25,264",797,3.1,2.7,3.3,14.81,-6.06
2019,Monthly,5,May,County,Caroline County,"15,281","14,823",458,3,2.8,3.4,7.14,-11.76
2019,Monthly,5,May,County,Carroll County,"13,438","13,031",407,3,3,3.3,0,-9.09
2019,Monthly,5,May,County,Charles City County,"3,657","3,536",121,3.3,3.1,3.9,6.45,-15.38
2019,Monthly,5,May,County,Charlotte County,"5,248","5,074",174,3.3,2.9,3.4,13.79,-2.94
2019,Monthly,5,May,County,Chesterfield County,"188,282","183,290","4,992",2.7,2.4,2.8,12.5,-3.57
2019,Monthly,5,May,County,Clarke County,"7,605","7,426",179,2.4,2.2,2.8,9.09,-14.29
2019,Monthly,5,May,County,Craig County,"2,314","2,240",74,3.2,2.6,3.7,23.08,-13.51
2019,Monthly,5,May,County,Culpeper County,"24,708","24,092",616,2.5,2.2,2.8,13.64,-10.71
2019,Monthly,5,May,County,Cumberland County,"4,654","4,527",127,2.7,2.5,3.1,8,-12.9
2019,Monthly,5,May,County,Dickenson County,"4,745","4,533",212,4.5,4.2,4.8,7.14,-6.25
2019,Monthly,5,May,County,Dinwiddie County,"13,692","13,260",432,3.2,2.9,3.2,10.34,0
2019,Monthly,5,May,County,Essex County,"5,524","5,348",176,3.2,3.1,3.6,3.23,-11.11
2019,Monthly,5,May,County,Fairfax County,"639,829","625,467","14,362",2.2,2,2.4,10,-8.33
2019,Monthly,5,May,County,Fauquier County,"37,340","36,441",899,2.4,2.1,2.5,14.29,-4
2019,Monthly,5,May,County,Floyd County,"8,206","8,010",196,2.4,2.1,2.6,14.29,-7.69
2019,Monthly,5,May,County,Fluvanna County,"14,112","13,792",320,2.3,2,2.4,15,-4.17
2019,Monthly,5,May,County,Franklin County,"26,472","25,719",753,2.8,2.6,3,7.69,-6.67
2019,Monthly,5,May,County,Frederick County,"48,140","46,999","1,141",2.4,2.1,2.5,14.29,-4
2019,Monthly,5,May,County,Giles County,"7,951","7,712",239,3,2.7,3.1,11.11,-3.23
2019,Monthly,5,May,County,Gloucester County,"19,668","19,173",495,2.5,2.3,2.5,8.7,0
2019,Monthly,5,May,County,Goochland County,"11,257","10,955",302,2.7,2.4,2.9,12.5,-6.9
2019,Monthly,5,May,County,Grayson County,"8,227","8,021",206,2.5,2.4,2.7,4.17,-7.41
2019,Monthly,5,May,County,Greene County,"10,629","10,390",239,2.2,2,2.5,10,-12
2019,Monthly,5,May,County,Greensville County,"4,270","4,136",134,3.1,3.1,3.3,0,-6.06
2019,Monthly,5,May,County,Halifax County,"15,771","15,192",579,3.7,3.4,3.6,8.82,2.78
2019,Monthly,5,May,County,Hanover County,"59,460","58,048","1,412",2.4,2.1,2.5,14.29,-4
2019,Monthly,5,May,County,Henrico County,"182,735","177,878","4,857",2.7,2.4,2.9,12.5,-6.9
2019,Monthly,5,May,County,Henry County,"23,818","23,069",749,3.1,2.9,3.5,6.9,-11.43
2019,Monthly,5,May,County,Highland County,"1,217","1,188",29,2.4,2.4,2.6,0,-7.69
2019,Monthly,5,May,County,Isle of Wight County,"19,539","18,989",550,2.8,2.5,2.7,12,3.7
2019,Monthly,5,May,County,James City County,"36,822","35,876",946,2.6,2.3,2.8,13.04,-7.14
2019,Monthly,5,May,County,King and Queen County,"3,872","3,766",106,2.7,2.5,3,8,-10
2019,Monthly,5,May,County,King George County,"13,413","13,074",339,2.5,2.3,2.9,8.7,-13.79
2019,Monthly,5,May,County,King William County,"9,169","8,944",225,2.5,2.3,2.7,8.7,-7.41
2019,Monthly,5,May,County,Lancaster County,"5,438","5,251",187,3.4,4.6,4.3,-26.09,-20.93
2019,Monthly,5,May,County,Lee County,"8,308","8,024",284,3.4,3.1,4.1,9.68,-17.07
2019,Monthly,5,May,County,Loudoun County,"223,937","218,858","5,079",2.3,2,2.4,15,-4.17
2019,Monthly,5,May,County,Louisa County,"19,942","19,433",509,2.6,2.3,2.6,13.04,0
2019,Monthly,5,May,County,Lunenburg County,"5,338","5,170",168,3.1,2.9,3.1,6.9,0
2019,Monthly,5,May,County,Madison County,"7,448","7,288",160,2.1,2,2.4,5,-12.5
2019,Monthly,5,May,County,Mathews County,"4,161","4,047",114,2.7,2.6,2.9,3.85,-6.9
2019,Monthly,5,May,County,Mecklenburg County,"12,656","12,169",487,3.8,3.4,3.9,11.76,-2.56
2019,Monthly,5,May,County,Middlesex County,"5,273","5,145",128,2.4,2.2,2.7,9.09,-11.11
2019,Monthly,5,May,County,Montgomery County,"50,735","49,315","1,420",2.8,2.3,2.7,21.74,3.7
2019,Monthly,5,May,County,Nelson County,"7,533","7,322",211,2.8,2.5,3,12,-6.67
2019,Monthly,5,May,County,New Kent County,"12,530","12,232",298,2.4,2.1,2.6,14.29,-7.69
2019,Monthly,5,May,County,Northampton County,"5,390","5,174",216,4,4.5,5.2,-11.11,-23.08
2019,Monthly,5,May,County,Northumberland County,"5,658","5,458",200,3.5,4.7,4.1,-25.53,-14.63
2019,Monthly,5,May,County,Nottoway County,"7,288","7,090",198,2.7,2.4,3,12.5,-10
2019,Monthly,5,May,County,Orange County,"17,374","16,871",503,2.9,2.6,2.9,11.54,0
2019,Monthly,5,May,County,Page County,"12,090","11,694",396,3.3,3.3,3.6,0,-8.33
2019,Monthly,5,May,County,Patrick County,"7,458","7,207",251,3.4,3.1,3.7,9.68,-8.11
2019,Monthly,5,May,County,Pittsylvania County,"30,158","29,180",978,3.2,3,3.4,6.67,-5.88
2019,Monthly,5,May,County,Powhatan County,"14,186","13,855",331,2.3,2.1,2.6,9.52,-11.54
2019,Monthly,5,May,County,Prince Edward County,"10,573","10,168",405,3.8,2.8,3.3,35.71,15.15
2019,Monthly,5,May,County,Prince George County,"15,119","14,641",478,3.2,2.9,3.5,10.34,-8.57
2019,Monthly,5,May,County,Prince William County,"247,123","241,065","6,058",2.5,2.2,2.6,13.64,-3.85
2019,Monthly,5,May,County,Pulaski County,"16,208","15,721",487,3,2.7,3.3,11.11,-9.09
2019,Monthly,5,May,County,Rappahannock County,"3,702","3,615",87,2.4,2.3,2.6,4.35,-7.69
2019,Monthly,5,May,County,Richmond County,"4,091","3,986",105,2.6,2.7,2.7,-3.7,-3.7
2019,Monthly,5,May,County,Roanoke County,"49,649","48,434","1,215",2.4,2.2,2.7,9.09,-11.11
2019,Monthly,5,May,County,Rockbridge County,"10,885","10,605",280,2.6,2.3,2.9,13.04,-10.34
2019,Monthly,5,May,County,Rockingham County,"41,210","40,187","1,023",2.5,2.1,2.7,19.05,-7.41
2019,Monthly,5,May,County,Russell County,"11,153","10,744",409,3.7,3.5,4.1,5.71,-9.76
2019,Monthly,5,May,County,Scott County,"9,166","8,883",283,3.1,2.8,3.1,10.71,0
2019,Monthly,5,May,County,Shenandoah County,"22,248","21,701",547,2.5,2.2,2.7,13.64,-7.41
2019,Monthly,5,May,County,Smyth County,"13,721","13,263",458,3.3,3.1,3.8,6.45,-13.16
2019,Monthly,5,May,County,Southampton County,"9,059","8,839",220,2.4,2.2,2.6,9.09,-7.69
2019,Monthly,5,May,County,Spotsylvania County,"67,401","65,534","1,867",2.8,2.5,2.9,12,-3.45
2019,Monthly,5,May,County,Stafford County,"72,476","70,538","1,938",2.7,2.4,2.8,12.5,-3.57
2019,Monthly,5,May,County,Surry County,"3,625","3,507",118,3.3,2.8,2.6,17.86,26.92
2019,Monthly,5,May,County,Sussex County,"3,755","3,595",160,4.3,4.1,4.6,4.88,-6.52
2019,Monthly,5,May,County,Tazewell County,"15,888","15,282",606,3.8,3.7,4.2,2.7,-9.52
2019,Monthly,5,May,County,Warren County,"20,528","19,986",542,2.6,2.5,2.9,4,-10.34
2019,Monthly,5,May,County,Washington County,"26,819","26,002",817,3,2.8,3.2,7.14,-6.25
2019,Monthly,5,May,County,Westmoreland County,"9,548","9,253",295,3.1,3.2,3.4,-3.13,-8.82
2019,Monthly,5,May,County,Wise County,"13,343","12,785",558,4.2,4,4.7,5,-10.64
2019,Monthly,5,May,County,Wythe County,"13,684","13,261",423,3.1,2.9,3.4,6.9,-8.82
2019,Monthly,5,May,County,York County,"32,977","32,125",852,2.6,2.3,2.6,13.04,0
2019,Monthly,5,May,County,Alexandria city,"101,979","99,914","2,065",2,1.9,2.2,5.26,-9.09
2019,Monthly,5,May,County,Bristol city,"7,242","6,987",255,3.5,3.2,3.7,9.38,-5.41
2019,Monthly,5,May,County,Buena Vista city,"3,320","3,233",87,2.6,2.2,2.8,18.18,-7.14
2019,Monthly,5,May,County,Charlottesville city,"26,850","26,182",668,2.5,2,2.4,25,4.17
2019,Monthly,5,May,County,Chesapeake city,"123,427","119,974","3,453",2.8,2.5,2.9,12,-3.45
2019,Monthly,5,May,County,Colonial Heights city,"8,840","8,569",271,3.1,2.8,3.1,10.71,0
2019,Monthly,5,May,County,Covington city,"2,400","2,313",87,3.6,3.4,4.2,5.88,-14.29
2019,Monthly,5,May,County,Danville city,"19,119","18,152",967,5.1,5,5,2,2
2019,Monthly,5,May,County,Emporia city,"2,278","2,177",101,4.4,5,4.2,-12,4.76
2019,Monthly,5,May,County,Fairfax city,"13,555","13,267",288,2.1,2,2.2,5,-4.55
2019,Monthly,5,May,County,Falls Church city,"8,664","8,489",175,2,1.8,2.1,11.11,-4.76
2019,Monthly,5,May,County,Franklin city,"3,589","3,456",133,3.7,3.4,4,8.82,-7.5
2019,Monthly,5,May,County,Fredericksburg city,"14,239","13,777",462,3.2,2.9,3.2,10.34,0
2019,Monthly,5,May,County,Galax city,"2,963","2,875",88,3,2.8,3.1,7.14,-3.23
2019,Monthly,5,May,County,Hampton city,"64,685","62,373","2,312",3.6,3.3,3.7,9.09,-2.7
2019,Monthly,5,May,County,Harrisonburg city,"24,704","23,855",849,3.4,2.6,3.2,30.77,6.25
2019,Monthly,5,May,County,Hopewell city,"9,684","9,311",373,3.9,3.7,4.5,5.41,-13.33
2019,Monthly,5,May,County,Lexington city,"2,108","2,013",95,4.5,3.7,4.1,21.62,9.76
2019,Monthly,5,May,County,Lynchburg city,"36,477","35,125","1,352",3.7,3,3.6,23.33,2.78
2019,Monthly,5,May,County,Manassas city,"22,180","21,662",518,2.3,2.2,2.5,4.55,-8
2019,Monthly,5,May,County,Manassas Park city,"9,440","9,216",224,2.4,2.2,2.6,9.09,-7.69
2019,Monthly,5,May,County,Martinsville city,"5,465","5,251",214,3.9,3.5,4.5,11.43,-13.33
2019,Monthly,5,May,County,Newport News city,"89,270","86,350","2,920",3.3,3.1,3.3,6.45,0
2019,Monthly,5,May,County,Norfolk city,"112,289","108,542","3,747",3.3,3.1,3.4,6.45,-2.94
2019,Monthly,5,May,County,Norton city,"1,673","1,617",56,3.3,2.8,4,17.86,-17.5
2019,Monthly,5,May,County,Petersburg city,"13,061","12,358",703,5.4,4.9,5.8,10.2,-6.9
2019,Monthly,5,May,County,Poquoson city,"6,404","6,259",145,2.3,2.1,2.6,9.52,-11.54
2019,Monthly,5,May,County,Portsmouth city,"44,503","42,858","1,645",3.7,3.5,3.8,5.71,-2.63
2019,Monthly,5,May,County,Radford city,"8,759","8,444",315,3.6,2.7,3.3,33.33,9.09
2019,Monthly,5,May,County,Richmond city,"118,823","115,059","3,764",3.2,2.9,3.4,10.34,-5.88
2019,Monthly,5,May,County,Roanoke city,"49,388","47,994","1,394",2.8,2.6,3.1,7.69,-9.68
2019,Monthly,5,May,County,Salem city,"13,045","12,700",345,2.6,2.3,2.8,13.04,-7.14
2019,Monthly,5,May,County,Staunton city,"12,302","11,982",320,2.6,2.3,2.7,13.04,-3.7
2019,Monthly,5,May,County,Suffolk city,"44,879","43,554","1,325",3,2.6,3,15.38,0
2019,Monthly,5,May,County,Virginia Beach city,"234,504","228,415","6,089",2.6,2.4,2.7,8.33,-3.7
2019,Monthly,5,May,County,Waynesboro city,"10,749","10,454",295,2.7,2.5,3.2,8,-15.63
2019,Monthly,5,May,County,Williamsburg city,"6,740","6,482",258,3.8,3.1,3.4,22.58,11.76
2019,Monthly,5,May,County,Winchester city,"14,762","14,367",395,2.7,2.5,2.7,8,0
2019,Monthly,6,June,County,Accomack County,"17,300","16,743",557,3.2,3.1,3.6,3.23,-11.11
2019,Monthly,6,June,County,Albemarle County,"58,064","56,462","1,602",2.8,2.5,3.1,12,-9.68
2019,Monthly,6,June,County,Alleghany County,"6,935","6,702",233,3.4,3,4,13.33,-15
2019,Monthly,6,June,County,Amelia County,"6,408","6,199",209,3.3,3,3.6,10,-8.33
2019,Monthly,6,June,County,Amherst County,"15,142","14,596",546,3.6,3.1,3.8,16.13,-5.26
2019,Monthly,6,June,County,Appomattox County,"7,229","6,955",274,3.8,3.3,4.1,15.15,-7.32
2019,Monthly,6,June,County,Arlington County,"156,605","153,475","3,130",2,1.9,2.2,5.26,-9.09
2019,Monthly,6,June,County,Augusta County,"37,937","36,954",983,2.6,2.4,3,8.33,-13.33
2019,Monthly,6,June,County,Bath County,"2,641","2,581",60,2.3,2.3,2.5,0,-8
2019,Monthly,6,June,County,Bedford County,"38,661","37,483","1,178",3,2.8,3.4,7.14,-11.76
2019,Monthly,6,June,County,Bland County,"2,851","2,767",84,2.9,2.3,3.6,26.09,-19.44
2019,Monthly,6,June,County,Botetourt County,"17,456","16,994",462,2.6,2.4,3,8.33,-13.33
2019,Monthly,6,June,County,Brunswick County,"6,172","5,883",289,4.7,4.4,5.3,6.82,-11.32
2019,Monthly,6,June,County,Buchanan County,"6,804","6,468",336,4.9,4.6,5.9,6.52,-16.95
2019,Monthly,6,June,County,Buckingham County,"6,534","6,254",280,4.3,4,4.8,7.5,-10.42
2019,Monthly,6,June,County,Campbell County,"26,090","25,220",870,3.3,3.1,3.8,6.45,-13.16
2019,Monthly,6,June,County,Caroline County,"15,439","14,923",516,3.3,3,3.7,10,-10.81
2019,Monthly,6,June,County,Carroll County,"13,577","13,122",455,3.4,3,3.6,13.33,-5.56
2019,Monthly,6,June,County,Charles City County,"3,736","3,600",136,3.6,3.3,4.1,9.09,-12.2
2019,Monthly,6,June,County,Charlotte County,"5,391","5,184",207,3.8,3.3,4.1,15.15,-7.32
2019,Monthly,6,June,County,Chesterfield County,"189,383","183,892","5,491",2.9,2.7,3.2,7.41,-9.38
2019,Monthly,6,June,County,Clarke County,"7,808","7,606",202,2.6,2.4,3.2,8.33,-18.75
2019,Monthly,6,June,County,Craig County,"2,318","2,238",80,3.5,3.2,3.7,9.38,-5.41
2019,Monthly,6,June,County,Culpeper County,"25,174","24,494",680,2.7,2.5,3.1,8,-12.9
2019,Monthly,6,June,County,Cumberland County,"4,709","4,562",147,3.1,2.7,3.4,14.81,-8.82
2019,Monthly,6,June,County,Dickenson County,"4,789","4,547",242,5.1,4.5,5.6,13.33,-8.93
2019,Monthly,6,June,County,Dinwiddie County,"13,919","13,426",493,3.5,3.2,3.6,9.38,-2.78
2019,Monthly,6,June,County,Essex County,"5,587","5,404",183,3.3,3.2,3.9,3.13,-15.38
2019,Monthly,6,June,County,Fairfax County,"645,532","629,898","15,634",2.4,2.2,2.7,9.09,-11.11
2019,Monthly,6,June,County,Fauquier County,"38,163","37,177",986,2.6,2.4,2.8,8.33,-7.14
2019,Monthly,6,June,County,Floyd County,"8,182","7,963",219,2.7,2.4,3,12.5,-10
2019,Monthly,6,June,County,Fluvanna County,"14,061","13,709",352,2.5,2.3,2.9,8.7,-13.79
2019,Monthly,6,June,County,Franklin County,"26,579","25,771",808,3,2.8,3.4,7.14,-11.76
2019,Monthly,6,June,County,Frederick County,"48,540","47,289","1,251",2.6,2.4,2.9,8.33,-10.34
2019,Monthly,6,June,County,Giles County,"7,760","7,494",266,3.4,3,3.7,13.33,-8.11
2019,Monthly,6,June,County,Gloucester County,"19,951","19,418",533,2.7,2.5,2.9,8,-6.9
2019,Monthly,6,June,County,Goochland County,"11,403","11,069",334,2.9,2.7,3.3,7.41,-12.12
2019,Monthly,6,June,County,Grayson County,"8,258","8,035",223,2.7,2.5,3.1,8,-12.9
2019,Monthly,6,June,County,Greene County,"10,636","10,373",263,2.5,2.2,2.8,13.64,-10.71
2019,Monthly,6,June,County,Greensville County,"4,290","4,150",140,3.3,3.1,3.7,6.45,-10.81
2019,Monthly,6,June,County,Halifax County,"15,892","15,232",660,4.2,3.7,4.3,13.51,-2.33
2019,Monthly,6,June,County,Hanover County,"59,918","58,387","1,531",2.6,2.4,2.9,8.33,-10.34
2019,Monthly,6,June,County,Henrico County,"183,667","178,284","5,383",2.9,2.7,3.2,7.41,-9.38
2019,Monthly,6,June,County,Henry County,"23,855","23,005",850,3.6,3.1,4,16.13,-10
2019,Monthly,6,June,County,Highland County,"1,370","1,340",30,2.2,2.4,2.8,-8.33,-21.43
2019,Monthly,6,June,County,Isle of Wight County,"19,848","19,256",592,3,2.8,3.2,7.14,-6.25
2019,Monthly,6,June,County,James City County,"37,219","36,166","1,053",2.8,2.6,3.2,7.69,-12.5
2019,Monthly,6,June,County,King and Queen County,"3,917","3,806",111,2.8,2.7,3.2,3.7,-12.5
2019,Monthly,6,June,County,King George County,"13,597","13,237",360,2.6,2.5,3.2,4,-18.75
2019,Monthly,6,June,County,King William County,"9,290","9,041",249,2.7,2.5,3.2,8,-15.63
2019,Monthly,6,June,County,Lancaster County,"5,545","5,355",190,3.4,3.4,3.5,0,-2.86
2019,Monthly,6,June,County,Lee County,"8,355","8,036",319,3.8,3.4,4.5,11.76,-15.56
2019,Monthly,6,June,County,Loudoun County,"226,050","220,546","5,504",2.4,2.3,2.7,4.35,-11.11
2019,Monthly,6,June,County,Louisa County,"20,129","19,582",547,2.7,2.6,3,3.85,-10
2019,Monthly,6,June,County,Lunenburg County,"5,381","5,202",179,3.3,3.1,3.3,6.45,0
2019,Monthly,6,June,County,Madison County,"7,604","7,424",180,2.4,2.1,2.6,14.29,-7.69
2019,Monthly,6,June,County,Mathews County,"4,213","4,090",123,2.9,2.7,3.2,7.41,-9.38
2019,Monthly,6,June,County,Mecklenburg County,"12,864","12,311",553,4.3,3.8,4.2,13.16,2.38
2019,Monthly,6,June,County,Middlesex County,"5,492","5,349",143,2.6,2.4,2.9,8.33,-10.34
2019,Monthly,6,June,County,Montgomery County,"49,029","47,442","1,587",3.2,2.8,3.5,14.29,-8.57
2019,Monthly,6,June,County,Nelson County,"7,659","7,416",243,3.2,2.8,3.5,14.29,-8.57
2019,Monthly,6,June,County,New Kent County,"12,650","12,320",330,2.6,2.4,3.1,8.33,-16.13
2019,Monthly,6,June,County,Northampton County,"5,859","5,633",226,3.9,4,4.8,-2.5,-18.75
2019,Monthly,6,June,County,Northumberland County,"5,895","5,692",203,3.4,3.5,3.8,-2.86,-10.53
2019,Monthly,6,June,County,Nottoway County,"7,315","7,102",213,2.9,2.7,3.3,7.41,-12.12
2019,Monthly,6,June,County,Orange County,"17,811","17,242",569,3.2,2.9,3.3,10.34,-3.03
2019,Monthly,6,June,County,Page County,"12,362","11,956",406,3.3,3.3,3.7,0,-10.81
2019,Monthly,6,June,County,Patrick County,"7,554","7,291",263,3.5,3.4,4,2.94,-12.5
2019,Monthly,6,June,County,Pittsylvania County,"30,465","29,349","1,116",3.7,3.2,3.8,15.63,-2.63
2019,Monthly,6,June,County,Powhatan County,"14,306","13,937",369,2.6,2.3,2.9,13.04,-10.34
2019,Monthly,6,June,County,Prince Edward County,"10,656","10,184",472,4.4,3.8,4.5,15.79,-2.22
2019,Monthly,6,June,County,Prince George County,"15,250","14,705",545,3.6,3.2,4,12.5,-10
2019,Monthly,6,June,County,Prince William County,"249,170","242,598","6,572",2.6,2.5,3,4,-13.33
2019,Monthly,6,June,County,Pulaski County,"15,671","15,139",532,3.4,3,4.1,13.33,-17.07
2019,Monthly,6,June,County,Rappahannock County,"3,817","3,721",96,2.5,2.4,3.1,4.17,-19.35
2019,Monthly,6,June,County,Richmond County,"4,162","4,042",120,2.9,2.6,3.2,11.54,-9.38
2019,Monthly,6,June,County,Roanoke County,"49,393","48,042","1,351",2.7,2.4,3.1,12.5,-12.9
2019,Monthly,6,June,County,Rockbridge County,"10,824","10,510",314,2.9,2.6,3.5,11.54,-17.14
2019,Monthly,6,June,County,Rockingham County,"41,775","40,652","1,123",2.7,2.5,3.1,8,-12.9
2019,Monthly,6,June,County,Russell County,"11,357","10,894",463,4.1,3.7,4.4,10.81,-6.82
2019,Monthly,6,June,County,Scott County,"9,142","8,842",300,3.3,3.1,3.6,6.45,-8.33
2019,Monthly,6,June,County,Shenandoah County,"22,595","22,000",595,2.6,2.5,3,4,-13.33
2019,Monthly,6,June,County,Smyth County,"13,878","13,373",505,3.6,3.3,4.4,9.09,-18.18
2019,Monthly,6,June,County,Southampton County,"9,285","9,039",246,2.6,2.4,2.9,8.33,-10.34
2019,Monthly,6,June,County,Spotsylvania County,"68,190","66,079","2,111",3.1,2.8,3.3,10.71,-6.06
2019,Monthly,6,June,County,Stafford County,"73,042","70,952","2,090",2.9,2.7,3.3,7.41,-12.12
2019,Monthly,6,June,County,Surry County,"3,712","3,572",140,3.8,3.3,3.8,15.15,0
2019,Monthly,6,June,County,Sussex County,"3,945","3,765",180,4.6,4.3,5.1,6.98,-9.8
2019,Monthly,6,June,County,Tazewell County,"16,027","15,351",676,4.2,3.8,4.6,10.53,-8.7
2019,Monthly,6,June,County,Warren County,"20,804","20,205",599,2.9,2.6,3.3,11.54,-12.12
2019,Monthly,6,June,County,Washington County,"26,738","25,805",933,3.5,3,3.7,16.67,-5.41
2019,Monthly,6,June,County,Westmoreland County,"9,807","9,494",313,3.2,3.1,3.6,3.23,-11.11
2019,Monthly,6,June,County,Wise County,"13,387","12,750",637,4.8,4.2,5.6,14.29,-14.29
2019,Monthly,6,June,County,Wythe County,"13,816","13,340",476,3.4,3.1,4,9.68,-15
2019,Monthly,6,June,County,York County,"33,220","32,302",918,2.8,2.6,3,7.69,-6.67
2019,Monthly,6,June,County,Alexandria city,"102,791","100,561","2,230",2.2,2,2.4,10,-8.33
2019,Monthly,6,June,County,Bristol city,"7,206","6,914",292,4.1,3.5,4.2,17.14,-2.38
2019,Monthly,6,June,County,Buena Vista city,"3,285","3,179",106,3.2,2.6,4.1,23.08,-21.95
2019,Monthly,6,June,County,Charlottesville city,"26,690","25,964",726,2.7,2.5,3.1,8,-12.9
2019,Monthly,6,June,County,Chesapeake city,"124,381","120,662","3,719",3,2.8,3.3,7.14,-9.09
2019,Monthly,6,June,County,Colonial Heights city,"8,896","8,594",302,3.4,3.1,3.6,9.68,-5.56
2019,Monthly,6,June,County,Covington city,"2,393","2,287",106,4.4,3.6,4.9,22.22,-10.2
2019,Monthly,6,June,County,Danville city,"19,144","18,076","1,068",5.6,5.1,5.7,9.8,-1.75
2019,Monthly,6,June,County,Emporia city,"2,310","2,196",114,4.9,4.4,4.8,11.36,2.08
2019,Monthly,6,June,County,Fairfax city,"13,660","13,361",299,2.2,2.1,2.5,4.76,-12
2019,Monthly,6,June,County,Falls Church city,"8,738","8,546",192,2.2,2,2.4,10,-8.33
2019,Monthly,6,June,County,Franklin city,"3,613","3,461",152,4.2,3.7,4.6,13.51,-8.7
2019,Monthly,6,June,County,Fredericksburg city,"14,358","13,845",513,3.6,3.2,3.8,12.5,-5.26
2019,Monthly,6,June,County,Galax city,"2,993","2,886",107,3.6,3,3.8,20,-5.26
2019,Monthly,6,June,County,Hampton city,"65,227","62,696","2,531",3.9,3.6,4.3,8.33,-9.3
2019,Monthly,6,June,County,Harrisonburg city,"24,708","23,772",936,3.8,3.4,4.3,11.76,-11.63
2019,Monthly,6,June,County,Hopewell city,"9,760","9,328",432,4.4,3.9,5,12.82,-12
2019,Monthly,6,June,County,Lexington city,"2,060","1,949",111,5.4,4.5,5.5,20,-1.82
2019,Monthly,6,June,County,Lynchburg city,"36,535","34,963","1,572",4.3,3.7,4.8,16.22,-10.42
2019,Monthly,6,June,County,Manassas city,"22,370","21,798",572,2.6,2.3,2.8,13.04,-7.14
2019,Monthly,6,June,County,Manassas Park city,"9,535","9,289",246,2.6,2.4,2.9,8.33,-10.34
