Adjusted,Adjusted Tooltip,Area,Area Name,Areadesc,Areaname(exclude),Areatype,Benchmark,Date,Datefield,Display MeasureName,Month,MonthNameS,Period,period (periodTAB),Period (Periodtitle),Periodstitle,Periodtitle,Periodtype,periodtype (periodTAB),Periodtype (Periodtitle),Periodyear,periodyear (periodTAB),Prelim,Selected Areaname,Year,year AL&US,Alemp NSA,Allf NSA,Alrate NSA,Alunem NSA,CMCYRate,CMPYRate,Display Table/Graph,Employment,Labor Force,Number of Records,PMCYRate,Unemployment,unemprate,Usemp NSA,Uslf NSA,Usrate NSA,Usunemp NSA
Not Seasonally Adjusted,not adjusted,39,Covington County,County,Covington County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,14373,15492,1,0,1119,7.2,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,41,Crenshaw County,County,Crenshaw County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,5829,6185,1,0,356,5.8,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,43,Cullman County,County,Cullman County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,34096,35866,1,0,1770,4.9,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,21,Chilton County,County,Chilton County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,17938,18953,1,0,1015,5.4,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,23,Choctaw County,County,Choctaw County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,3977,4314,1,0,337,7.8,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,25,Clarke County,County,Clarke County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,7199,8083,1,0,884,10.9,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,27,Clay County,County,Clay County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,5143,5489,1,0,346,6.3,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,29,Cleburne County,County,Cleburne County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,5448,5768,1,0,320,5.5,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,31,Coffee County,County,Coffee County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,18801,19881,1,0,1080,5.4,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,9,Blount County,County,Blount County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,23027,24257,1,0,1230,5.1,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,11,Bullock County,County,Bullock County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,4305,4710,1,0,405,8.6,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,13,Butler County,County,Butler County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,8407,9086,1,0,679,7.5,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,15,Calhoun County,County,Calhoun County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,43417,46496,1,0,3079,6.6,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,17,Chambers County,County,Chambers County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,14390,15221,1,0,831,5.5,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,19,Cherokee County,County,Cherokee County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,10794,11342,1,0,548,4.8,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,33860,Montgomery MA,Metropolitan Statistical Area,Montgomery MA,31,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,,2014,2014,2019932,2143851,5.8,123919,0,0,1,159614,169097,1,0,9483,5.6,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,46220,Tuscaloosa MA,Metropolitan Statistical Area,Tuscaloosa MA,31,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,,2014,2014,2019932,2143851,5.8,123919,0,0,1,106222,111934,1,0,5712,5.1,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,1,Autauga County,County,Autauga County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,24051,25263,1,0,1212,4.8,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,3,Baldwin County,County,Baldwin County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,79808,84539,1,0,4731,5.6,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,5,Barbour County,County,Barbour County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,7809,8555,1,0,746,8.7,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,7,Bibb County,County,Bibb County,4,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,Display,2014,2014,2019932,2143851,5.8,123919,0,0,1,7963,8480,1,0,517,6.1,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,19460,Decatur MA,Metropolitan Statistical Area,Decatur MA,31,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,,2014,2014,2019932,2143851,5.8,123919,0,0,1,65428,69516,1,0,4088,5.9,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,20020,Dothan MA,Metropolitan Statistical Area,Dothan MA,31,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,,2014,2014,2019932,2143851,5.8,123919,0,0,1,58769,62423,1,0,3654,5.9,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,22520,Florence-Muscle Shoals MA,Metropolitan Statistical Area,Florence-Muscle Shoals MA,31,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,,2014,2014,2019932,2143851,5.8,123919,0,0,1,61984,66921,1,0,4937,7.4,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,23460,Gadsden MA,Metropolitan Statistical Area,Gadsden MA,31,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,,2014,2014,2019932,2143851,5.8,123919,0,0,1,40716,43190,1,0,2474,5.7,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,26620,Huntsville MA,Metropolitan Statistical Area,Huntsville MA,31,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,,2014,2014,2019932,2143851,5.8,123919,0,0,1,199024,209968,1,0,10944,5.2,147190000,155521000,5.4,8331000
Not Seasonally Adjusted,not adjusted,33660,Mobile MA,Metropolitan Statistical Area,Mobile MA,31,2019,Dec-14,12/1/14,One-Year Change,Dec,,12,12,12,DEC,,3,3,3,1/1/14,2014,0,,2014,2014,2019932,2143851,5.8,123919,0,0,1,171204,183436,1,0,12232,6.7,147190000,155521000,5.4,8331000
Seasonally Adjusted,adjusted,0,Alabama,State,Alabama,1,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,2025225,2155229,1,0,130004,6,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,0,Alabama,State,Alabama,1,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,2003220,2141332,1,0,138112,6.4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,11500,Anniston-Oxford MA,Metropolitan Statistical Area,Anniston-Oxford MA,31,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,42754,46158,1,0,3404,7.4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,12220,Auburn-Opelika MA,Metropolitan Statistical Area,Auburn-Opelika MA,31,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,66854,70718,1,0,3864,5.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,13820,Birmingham-Hoover MA,Metropolitan Statistical Area,Birmingham-Hoover MA,31,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,502318,532496,1,0,30178,5.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,19300,Daphne-Fairhope-Foley MA,Metropolitan Statistical Area,Daphne-Fairhope-Foley MA,31,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,78750,84034,1,0,5284,6.3,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,0,United States,United States,United States,0,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,146552000,156050000,1,0,9498000,6.1,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,22,Tuscaloosa City,Major City,Tuscaloosa City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,42380,45195,1,0,2815,6.2,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,23,Vestavia Hills City,Major City,Vestavia Hills City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,16609,17320,1,0,711,4.1,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,24,Athens City,Major City,Athens City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,10235,10821,1,0,586,5.4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,25,Daphne City,Major City,Daphne City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,10307,10908,1,0,601,5.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,26,Northport City,Major City,Northport City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,12163,12716,1,0,553,4.3,146552000,156050000,6.1,9498000
Seasonally Adjusted,adjusted,0,United States,United States,United States,0,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,148150000,157053000,1,0,8903000,5.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,16,Montgomery City,Major City,Montgomery City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,86002,92166,1,0,6164,6.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,17,Opelika City,Major City,Opelika City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,12660,13465,1,0,805,6,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,18,Phenix City,Major City,Phenix City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,14525,15369,1,0,844,5.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,19,Prattville City,Major City,Prattville City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,15781,16642,1,0,861,5.2,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,20,Prichard City,Major City,Prichard City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,7369,8244,1,0,875,10.6,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,21,Selma City,Major City,Selma City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,5833,6609,1,0,776,11.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,10,Gadsden City,Major City,Gadsden City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,12442,13498,1,0,1056,7.8,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,11,Homewood City,Major City,Homewood City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,13332,13884,1,0,552,4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,12,Hoover City,Major City,Hoover City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,42032,43869,1,0,1837,4.2,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,13,Huntsville City,Major City,Huntsville City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,85473,91065,1,0,5592,6.1,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,14,Madison City,Major City,Madison City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,22190,23355,1,0,1165,5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,15,Mobile City,Major City,Mobile City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,80324,86846,1,0,6522,7.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,4,Bessemer City,Major City,Bessemer City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,8996,9849,1,0,853,8.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,5,Birmingham City,Major City,Birmingham City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,85456,92363,1,0,6907,7.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,6,Decatur City,Major City,Decatur City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,24538,26206,1,0,1668,6.4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,7,Dothan City,Major City,Dothan City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,27247,29127,1,0,1880,6.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,8,Enterprise City,Major City,Enterprise City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,9833,10520,1,0,687,6.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,9,Florence City,Major City,Florence City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,16881,18245,1,0,1364,7.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,129,Washington County,County,Washington County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,6067,6683,1,0,616,9.2,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,131,Wilcox County,County,Wilcox County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,2377,2798,1,0,421,15,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,133,Winston County,County,Winston County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,8590,9394,1,0,804,8.6,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,1,Alabaster City,Major City,Alabaster City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,16570,17318,1,0,748,4.3,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,2,Anniston City,Major City,Anniston City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,7662,8391,1,0,729,8.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,3,Auburn City,Major City,Auburn City,11,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,,2015,2015,2003220,2141332,6.4,138112,0,0,1,26548,28152,1,0,1604,5.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,117,Shelby County,County,Shelby County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,102952,107605,1,0,4653,4.3,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,119,Sumter County,County,Sumter County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,4685,5084,1,0,399,7.8,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,121,Talladega County,County,Talladega County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,32460,34887,1,0,2427,7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,123,Tallapoosa County,County,Tallapoosa County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,17462,18724,1,0,1262,6.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,125,Tuscaloosa County,County,Tuscaloosa County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,93068,98464,1,0,5396,5.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,127,Walker County,County,Walker County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,23455,25379,1,0,1924,7.6,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,105,Perry County,County,Perry County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,3060,3422,1,0,362,10.6,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,107,Pickens County,County,Pickens County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,7334,7910,1,0,576,7.3,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,109,Pike County,County,Pike County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,13834,14856,1,0,1022,6.9,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,111,Randolph County,County,Randolph County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,8705,9325,1,0,620,6.6,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,113,Russell County,County,Russell County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,22780,24261,1,0,1481,6.1,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,115,St. Clair County,County,St. Clair County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,36233,38309,1,0,2076,5.4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,93,Marion County,County,Marion County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,11285,12186,1,0,901,7.4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,95,Marshall County,County,Marshall County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,36995,39504,1,0,2509,6.4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,97,Mobile County,County,Mobile County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,172951,186287,1,0,13336,7.2,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,99,Monroe County,County,Monroe County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,6559,7351,1,0,792,10.8,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,101,Montgomery County,County,Montgomery County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,97995,104794,1,0,6799,6.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,103,Morgan County,County,Morgan County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,51617,55104,1,0,3487,6.3,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,81,Lee County,County,Lee County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,66854,70718,1,0,3864,5.5,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,83,Limestone County,County,Limestone County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,37208,39562,1,0,2354,6,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,85,Lowndes County,County,Lowndes County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,3332,3773,1,0,441,11.7,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,87,Macon County,County,Macon County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,7268,7936,1,0,668,8.4,146552000,156050000,6.1,9498000
Not Seasonally Adjusted,not adjusted,89,Madison County,County,Madison County,4,2019,Jan-15,1/1/15,One-Year Change,Jan,,1,1,1,JAN,,3,3,3,1/1/15,2015,0,Display,2015,2015,2003220,2141332,6.4,138112,0,0,1,159694,169537,1,0,9843,5.8,146552000,156050000,6.1,9498000
